TS,I,If,II,IIf,III,IIIf,aVR,aVRf,aVL,aVLf,aVF,aVFf,V1,V1f,V2,V2f,V3,V3f,V4,V4f,V5,V5f,V6,V6f
1,0,1,-8,1,-8,1,4,1,4,1,-8,1,-40,1,-77,1,-46,1,2,1,-3,1,-77,1
2,0,1,-9,1,-9,1,4,1,4,1,-9,1,-41,1,-77,1,-46,1,2,1,-3,1,-76,1
3,1,1,-8,1,-9,1,3,1,5,1,-8,1,-41,1,-78,1,-46,1,1,1,-3,1,-76,1
4,0,1,-7,1,-7,1,3,1,3,1,-7,1,-39,1,-76,1,-46,1,1,1,-3,1,-75,1
5,0,1,-6,1,-6,1,3,1,3,1,-6,1,-38,1,-76,1,-48,1,1,1,-3,1,-74,1
6,-1,1,-5,1,-4,1,3,1,1,1,-5,1,-37,1,-75,1,-49,1,1,1,-3,1,-73,1
7,-1,1,-4,1,-3,1,2,1,1,1,-4,1,-37,1,-75,1,-51,1,1,1,-3,1,-73,1
8,0,1,-3,1,-3,1,1,1,1,1,-3,1,-35,1,-74,1,-52,1,0,1,-1,1,-74,1
9,0,1,-3,1,-3,1,1,1,1,1,-3,1,-34,1,-74,1,-53,1,2,1,0,1,-73,1
10,-1,1,-3,1,-2,1,2,1,0,1,-3,1,-33,1,-74,1,-53,1,4,1,0,1,-73,1
11,-1,1,-3,1,-2,1,2,1,0,1,-3,1,-34,1,-73,1,-53,1,5,1,0,1,-72,1
12,-1,1,-3,1,-2,1,2,1,0,1,-3,1,-33,1,-72,1,-53,1,7,1,0,1,-71,1
13,0,1,-1,1,-1,1,0,1,0,1,-1,1,-32,1,-72,1,-53,1,8,1,0,1,-71,1
14,1,1,1,1,0,1,-1,1,1,1,1,1,-30,1,-71,1,-54,1,9,1,1,1,-70,1
15,1,1,4,1,3,1,-2,1,-1,1,4,1,-29,1,-70,1,-54,1,10,1,4,1,-68,1
16,2,1,8,1,6,1,-5,1,-2,1,7,1,-27,1,-70,1,-54,1,11,1,7,1,-65,1
17,2,1,10,1,8,1,-6,1,-3,1,9,1,-25,1,-69,1,-53,1,12,1,8,1,-63,1
18,1,1,12,1,11,1,-6,1,-5,1,12,1,-23,1,-67,1,-53,1,12,1,7,1,-62,1
19,1,1,14,1,13,1,-7,1,-6,1,14,1,-20,1,-65,1,-52,1,14,1,8,1,-61,1
20,0,1,15,1,15,1,-7,1,-7,1,15,1,-20,1,-65,1,-51,1,16,1,9,1,-60,1
21,0,1,17,1,17,1,-8,1,-8,1,17,1,-18,1,-64,1,-50,1,18,1,10,1,-60,1
22,1,1,19,1,18,1,-10,1,-8,1,19,1,-18,1,-63,1,-48,1,19,1,10,1,-60,1
23,2,1,21,1,19,1,-11,1,-8,1,20,1,-17,1,-62,1,-46,1,20,1,10,1,-60,1
24,2,1,22,1,20,1,-12,1,-9,1,21,1,-17,1,-60,1,-43,1,21,1,10,1,-59,1
25,4,1,23,1,19,1,-13,1,-7,1,21,1,-20,1,-60,1,-41,1,20,1,11,1,-58,1
26,4,1,25,1,21,1,-14,1,-8,1,23,1,-23,1,-60,1,-41,1,20,1,12,1,-57,1
27,4,1,26,1,22,1,-15,1,-9,1,24,1,-28,1,-61,1,-41,1,21,1,14,1,-55,1
28,7,1,28,1,21,1,-17,1,-7,1,25,1,-32,1,-61,1,-41,1,23,1,17,1,-52,1
29,10,1,31,1,21,1,-20,1,-5,1,26,1,-37,1,-61,1,-41,1,25,1,19,1,-50,1
30,11,1,33,1,22,1,-22,1,-5,1,28,1,-42,1,-62,1,-41,1,26,1,20,1,-50,1
31,11,1,34,1,23,1,-22,1,-6,1,29,1,-47,1,-65,1,-42,1,25,1,19,1,-50,1
32,13,1,35,1,22,1,-24,1,-4,1,29,1,-53,1,-66,1,-43,1,25,1,20,1,-50,1
33,15,1,37,1,22,1,-26,1,-3,1,30,1,-57,1,-68,1,-44,1,25,1,20,1,-49,1
34,17,1,36,1,19,1,-26,1,-1,1,28,1,-60,1,-69,1,-45,1,24,1,20,1,-48,1
35,17,1,34,1,17,1,-25,1,0,1,26,1,-62,1,-71,1,-47,1,23,1,20,1,-47,1
36,16,1,32,1,16,1,-24,1,0,1,24,1,-64,1,-72,1,-48,1,22,1,20,1,-46,1
37,17,1,32,1,15,1,-24,1,1,1,24,1,-64,1,-73,1,-48,1,22,1,20,1,-45,1
38,21,1,32,1,11,1,-26,1,5,1,22,1,-64,1,-74,1,-48,1,23,1,19,1,-45,1
