TS,I,If,II,IIf,III,IIIf,aVR,aVRf,aVL,aVLf,aVF,aVFf,V1,V1f,V2,V2f,V3,V3f,V4,V4f,V5,V5f,V6,V6f
1,9,1,2,1,-7,1,-5,1,8,1,-2,1,-5,1,-4,1,-10,1,-7,1,-9,1,-101,1
2,9,1,2,1,-7,1,-5,1,8,1,-2,1,-5,1,-7,1,-9,1,-6,1,-9,1,-99,1
3,11,1,0,1,-11,1,-5,1,11,1,-5,1,-8,1,-10,1,-10,1,-8,1,-10,1,-102,1
4,11,1,0,1,-11,1,-5,1,11,1,-5,1,-6,1,-4,1,-9,1,-5,1,-9,1,-100,1
5,12,1,0,1,-12,1,-6,1,12,1,-6,1,-4,1,1,1,-10,1,-5,1,-9,1,-98,1
6,12,1,0,1,-12,1,-6,1,12,1,-6,1,-3,1,6,1,-10,1,-6,1,-12,1,-99,1
7,14,1,0,1,-14,1,-7,1,14,1,-7,1,-4,1,8,1,-11,1,-6,1,-11,1,-97,1
8,14,1,0,1,-14,1,-7,1,14,1,-7,1,-5,1,9,1,-11,1,-6,1,-11,1,-98,1
9,13,1,1,1,-12,1,-7,1,13,1,-5,1,-5,1,6,1,-9,1,-6,1,-11,1,-97,1
10,12,1,2,1,-10,1,-7,1,11,1,-4,1,-6,1,1,1,-9,1,-5,1,-10,1,-96,1
11,12,1,0,1,-12,1,-6,1,12,1,-6,1,-5,1,-2,1,-8,1,-4,1,-10,1,-97,1
12,15,1,0,1,-15,1,-7,1,15,1,-7,1,-5,1,-5,1,-8,1,-4,1,-10,1,-96,1
13,18,1,0,1,-18,1,-9,1,18,1,-9,1,-5,1,-4,1,-7,1,-3,1,-9,1,-96,1
14,20,1,0,1,-20,1,-10,1,20,1,-10,1,-4,1,1,1,-7,1,-1,1,-8,1,-94,1
15,21,1,2,1,-19,1,-11,1,20,1,-8,1,-2,1,9,1,-5,1,0,1,-7,1,-92,1
16,22,1,3,1,-19,1,-12,1,21,1,-8,1,-1,1,15,1,-3,1,1,1,-7,1,-91,1
17,20,1,7,1,-13,1,-13,1,17,1,-3,1,4,1,22,1,0,1,4,1,-4,1,-88,1
18,20,1,7,1,-13,1,-13,1,17,1,-3,1,4,1,23,1,0,1,5,1,-4,1,-87,1
19,21,1,7,1,-14,1,-14,1,18,1,-3,1,3,1,19,1,1,1,4,1,-4,1,-86,1
20,19,1,10,1,-9,1,-14,1,14,1,1,1,4,1,16,1,4,1,6,1,-1,1,-84,1
21,21,1,11,1,-10,1,-16,1,16,1,1,1,3,1,10,1,3,1,6,1,-1,1,-84,1
22,22,1,11,1,-11,1,-16,1,17,1,0,1,2,1,5,1,3,1,6,1,-1,1,-84,1
23,25,1,12,1,-13,1,-18,1,19,1,0,1,2,1,3,1,3,1,7,1,-1,1,-84,1
24,24,1,12,1,-12,1,-18,1,18,1,0,1,2,1,7,1,4,1,8,1,-1,1,-83,1
