TS,I,If,II,IIf,III,IIIf,aVR,aVRf,aVL,aVLf,aVF,aVFf,V1,V1f,V2,V2f,V3,V3f,V4,V4f,V5,V5f,V6,V6f
1,-1,1,-3,1,-2,1,2,1,0,1,-3,1,1,1,-19,1,-223,1,-22,1,-28,1,-18,1
2,0,1,-2,1,-2,1,1,1,1,1,-2,1,1,1,-18,1,-223,1,-23,1,-28,1,-18,1
3,0,1,-2,1,-2,1,1,1,1,1,-2,1,1,1,-18,1,-222,1,-23,1,-28,1,-18,1
4,-1,1,-1,1,0,1,1,1,-1,1,-1,1,2,1,-17,1,-223,1,-24,1,-28,1,-17,1
5,-2,1,-1,1,1,1,1,1,-2,1,0,1,2,1,-17,1,-223,1,-24,1,-28,1,-17,1
6,2,1,0,1,-2,1,-1,1,2,1,-1,1,3,1,-17,1,-224,1,-24,1,-28,1,-17,1
7,2,1,0,1,-2,1,-1,1,2,1,-1,1,3,1,-17,1,-225,1,-24,1,-28,1,-18,1
8,0,1,-1,1,-1,1,0,1,0,1,-1,1,2,1,-17,1,-225,1,-24,1,-28,1,-18,1
9,1,1,-3,1,-4,1,1,1,2,1,-3,1,2,1,-17,1,-225,1,-24,1,-28,1,-18,1
10,3,1,-1,1,-4,1,-1,1,3,1,-2,1,2,1,-17,1,-225,1,-24,1,-28,1,-17,1
11,1,1,-2,1,-3,1,0,1,2,1,-2,1,1,1,-17,1,-226,1,-25,1,-28,1,-18,1
12,0,1,-2,1,-2,1,1,1,1,1,-2,1,2,1,-17,1,-226,1,-25,1,-28,1,-18,1
13,1,1,1,1,0,1,-1,1,1,1,1,1,4,1,-16,1,-226,1,-24,1,-27,1,-17,1
14,0,1,2,1,2,1,-1,1,-1,1,2,1,4,1,-16,1,-226,1,-23,1,-28,1,-17,1
15,-2,1,1,1,3,1,0,1,-2,1,2,1,4,1,-17,1,-227,1,-23,1,-28,1,-17,1
16,-1,1,0,1,1,1,0,1,-1,1,0,1,4,1,-18,1,-228,1,-23,1,-29,1,-17,1
17,-1,1,-2,1,-1,1,1,1,0,1,-2,1,3,1,-18,1,-228,1,-23,1,-30,1,-18,1
18,0,1,-1,1,-1,1,0,1,0,1,-1,1,3,1,-17,1,-228,1,-23,1,-29,1,-17,1
19,2,1,0,1,-2,1,-1,1,2,1,-1,1,4,1,-16,1,-226,1,-22,1,-28,1,-16,1
20,1,1,-1,1,-2,1,0,1,1,1,-1,1,2,1,-17,1,-227,1,-22,1,-29,1,-16,1
21,-1,1,-4,1,-3,1,2,1,1,1,-4,1,2,1,-16,1,-228,1,-23,1,-29,1,-17,1
22,-1,1,-4,1,-3,1,2,1,1,1,-4,1,2,1,-16,1,-229,1,-23,1,-30,1,-16,1
23,-2,1,-3,1,-1,1,2,1,-1,1,-2,1,2,1,-14,1,-229,1,-23,1,-30,1,-15,1
24,-3,1,-3,1,0,1,3,1,-2,1,-2,1,3,1,-14,1,-228,1,-22,1,-29,1,-15,1
25,0,1,-5,1,-5,1,2,1,2,1,-5,1,4,1,-14,1,-228,1,-22,1,-30,1,-15,1
