TS,I,If,II,IIf,III,IIIf,aVR,aVRf,aVL,aVLf,aVF,aVFf,V1,V1f,V2,V2f,V3,V3f,V4,V4f,V5,V5f,V6,V6f
1,-11,1,-11,1,0,1,11,1,-6,1,-6,1,2,1,-4,1,-6,1,-8,1,-7,1,-11,1
2,-11,1,-13,1,-2,1,12,1,-5,1,-8,1,3,1,-3,1,-5,1,-6,1,-6,1,-10,1
3,-9,1,-11,1,-2,1,10,1,-4,1,-7,1,3,1,-3,1,-5,1,-6,1,-6,1,-10,1
4,-8,1,-9,1,-1,1,8,1,-4,1,-5,1,1,1,-4,1,-6,1,-7,1,-6,1,-10,1
5,-9,1,-10,1,-1,1,9,1,-4,1,-6,1,0,1,-5,1,-7,1,-8,1,-8,1,-11,1
6,-8,1,-10,1,-2,1,9,1,-3,1,-6,1,-2,1,-5,1,-7,1,-9,1,-8,1,-11,1
7,-8,1,-7,1,1,1,7,1,-5,1,-3,1,-2,1,-5,1,-7,1,-9,1,-8,1,-11,1
8,-7,1,-4,1,3,1,5,1,-5,1,-1,1,-1,1,-5,1,-7,1,-9,1,-10,1,-11,1
9,-9,1,-8,1,1,1,8,1,-5,1,-4,1,1,1,-5,1,-7,1,-9,1,-10,1,-11,1
10,-10,1,-8,1,2,1,9,1,-6,1,-3,1,3,1,-3,1,-5,1,-7,1,-8,1,-10,1
11,-8,1,-8,1,0,1,8,1,-4,1,-4,1,5,1,-1,1,-3,1,-5,1,-5,1,-7,1
12,-7,1,-2,1,5,1,4,1,-6,1,1,1,6,1,0,1,-2,1,-4,1,-5,1,-7,1
13,-4,1,-5,1,-1,1,4,1,-2,1,-3,1,8,1,2,1,0,1,-2,1,-3,1,-5,1
14,-6,1,-5,1,1,1,5,1,-4,1,-2,1,7,1,1,1,0,1,-1,1,-3,1,-5,1
15,-4,1,-1,1,3,1,2,1,-4,1,1,1,6,1,1,1,0,1,-1,1,-3,1,-6,1
16,-4,1,1,1,5,1,1,1,-4,1,3,1,4,1,0,1,-1,1,-3,1,-5,1,-7,1
17,-2,1,1,1,3,1,0,1,-2,1,2,1,4,1,0,1,-1,1,-3,1,-4,1,-6,1
18,-2,1,0,1,2,1,1,1,-2,1,1,1,5,1,0,1,-1,1,-2,1,-4,1,-6,1
19,-4,1,1,1,5,1,1,1,-4,1,3,1,5,1,0,1,-2,1,-4,1,-5,1,-7,1
20,-2,1,2,1,4,1,0,1,-3,1,3,1,8,1,1,1,0,1,-1,1,-3,1,-4,1
21,-1,1,2,1,3,1,0,1,-2,1,2,1,10,1,3,1,2,1,0,1,-1,1,-3,1
22,-3,1,1,1,4,1,1,1,-3,1,2,1,12,1,5,1,4,1,1,1,0,1,-3,1
23,-1,1,2,1,3,1,0,1,-2,1,2,1,12,1,6,1,5,1,1,1,0,1,-2,1
24,2,1,3,1,1,1,-2,1,1,1,2,1,9,1,4,1,2,1,0,1,-1,1,-5,1
25,2,1,4,1,2,1,-3,1,0,1,3,1,8,1,4,1,2,1,-1,1,-2,1,-6,1
26,1,1,5,1,4,1,-3,1,-1,1,5,1,7,1,4,1,3,1,0,1,-1,1,-5,1
27,3,1,7,1,4,1,-5,1,0,1,6,1,5,1,3,1,0,1,-1,1,-2,1,-6,1
28,3,1,10,1,7,1,-6,1,-2,1,9,1,6,1,3,1,2,1,0,1,-2,1,-6,1
29,3,1,5,1,2,1,-4,1,1,1,4,1,11,1,7,1,4,1,2,1,-1,1,-4,1
30,1,1,5,1,4,1,-3,1,-1,1,5,1,14,1,9,1,6,1,4,1,1,1,-3,1
31,2,1,6,1,4,1,-4,1,-1,1,5,1,14,1,10,1,7,1,5,1,2,1,-1,1
32,6,1,7,1,1,1,-6,1,3,1,4,1,15,1,12,1,10,1,8,1,5,1,2,1
33,9,1,9,1,0,1,-9,1,5,1,5,1,16,1,14,1,12,1,10,1,7,1,5,1
34,9,1,10,1,1,1,-9,1,4,1,6,1,15,1,14,1,12,1,10,1,8,1,3,1
35,11,1,11,1,0,1,-11,1,6,1,6,1,11,1,11,1,10,1,8,1,7,1,3,1
36,14,1,13,1,-1,1,-13,1,8,1,6,1,5,1,7,1,8,1,6,1,5,1,3,1
37,13,1,9,1,-4,1,-11,1,9,1,3,1,1,1,3,1,4,1,3,1,3,1,0,1
38,13,1,10,1,-3,1,-11,1,8,1,4,1,-2,1,0,1,0,1,1,1,0,1,-2,1
39,11,1,9,1,-2,1,-10,1,7,1,4,1,-2,1,-2,1,-1,1,0,1,-1,1,-3,1
40,10,1,6,1,-4,1,-8,1,7,1,1,1,-2,1,-2,1,-1,1,-1,1,-1,1,-3,1
41,10,1,3,1,-7,1,-6,1,9,1,-2,1,-1,1,-1,1,-1,1,-2,1,-1,1,-3,1
42,11,1,1,1,-10,1,-6,1,11,1,-4,1,0,1,-1,1,-1,1,-2,1,-1,1,-3,1
43,8,1,-1,1,-9,1,-3,1,8,1,-5,1,-2,1,-4,1,-2,1,-3,1,-2,1,-4,1
44,7,1,1,1,-6,1,-4,1,7,1,-2,1,-4,1,-5,1,-4,1,-4,1,-4,1,-6,1
45,7,1,-3,1,-10,1,-2,1,8,1,-6,1,-4,1,-6,1,-5,1,-5,1,-4,1,-6,1
46,7,1,-2,1,-9,1,-2,1,8,1,-5,1,-6,1,-7,1,-6,1,-7,1,-5,1,-8,1
47,7,1,-1,1,-8,1,-3,1,7,1,-4,1,-6,1,-9,1,-8,1,-8,1,-7,1,-10,1
48,6,1,-1,1,-7,1,-2,1,6,1,-4,1,-5,1,-8,1,-7,1,-7,1,-7,1,-9,1
49,5,1,0,1,-5,1,-2,1,5,1,-2,1,-3,1,-8,1,-7,1,-7,1,-6,1,-8,1
50,3,1,-1,1,-4,1,-1,1,3,1,-2,1,-2,1,-7,1,-6,1,-7,1,-5,1,-7,1
51,3,1,-3,1,-6,1,0,1,4,1,-4,1,-2,1,-7,1,-6,1,-7,1,-6,1,-7,1
52,5,1,-3,1,-8,1,-1,1,6,1,-5,1,0,1,-7,1,-6,1,-6,1,-5,1,-7,1
53,2,1,-6,1,-8,1,2,1,5,1,-7,1,0,1,-6,1,-6,1,-6,1,-5,1,-6,1
54,1,1,-8,1,-9,1,3,1,5,1,-8,1,0,1,-5,1,-5,1,-7,1,-5,1,-7,1
55,0,1,-6,1,-6,1,3,1,3,1,-6,1,-1,1,-5,1,-6,1,-7,1,-5,1,-7,1
56,-5,1,-9,1,-4,1,7,1,-1,1,-7,1,-4,1,-8,1,-8,1,-9,1,-8,1,-10,1
57,-4,1,-9,1,-5,1,6,1,0,1,-7,1,-6,1,-10,1,-10,1,-11,1,-10,1,-12,1
58,-5,1,-10,1,-5,1,7,1,0,1,-8,1,-5,1,-9,1,-10,1,-11,1,-10,1,-12,1
59,-5,1,-10,1,-5,1,7,1,0,1,-8,1,-2,1,-8,1,-9,1,-11,1,-9,1,-12,1
60,-7,1,-11,1,-4,1,9,1,-2,1,-8,1,0,1,-7,1,-9,1,-10,1,-9,1,-11,1
61,-7,1,-12,1,-5,1,9,1,-1,1,-9,1,0,1,-6,1,-8,1,-9,1,-8,1,-10,1
62,-8,1,-14,1,-6,1,11,1,-1,1,-10,1,0,1,-6,1,-8,1,-9,1,-8,1,-10,1
63,-9,1,-17,1,-8,1,13,1,-1,1,-13,1,-2,1,-7,1,-10,1,-11,1,-9,1,-11,1
64,-7,1,-15,1,-8,1,11,1,0,1,-12,1,-2,1,-8,1,-11,1,-12,1,-10,1,-12,1
65,-10,1,-13,1,-3,1,11,1,-4,1,-8,1,-1,1,-7,1,-10,1,-12,1,-10,1,-13,1
66,-11,1,-15,1,-4,1,13,1,-4,1,-10,1,-1,1,-8,1,-11,1,-12,1,-10,1,-13,1
67,-8,1,-11,1,-3,1,9,1,-3,1,-7,1,-3,1,-10,1,-13,1,-14,1,-13,1,-15,1
68,-9,1,-12,1,-3,1,10,1,-3,1,-8,1,-3,1,-10,1,-13,1,-14,1,-13,1,-14,1
69,-10,1,-15,1,-5,1,12,1,-3,1,-10,1,-3,1,-10,1,-13,1,-14,1,-14,1,-15,1
70,-10,1,-15,1,-5,1,12,1,-3,1,-10,1,-3,1,-11,1,-13,1,-15,1,-13,1,-15,1
71,-10,1,-16,1,-6,1,13,1,-2,1,-11,1,-1,1,-9,1,-10,1,-13,1,-12,1,-14,1
72,-11,1,-18,1,-7,1,14,1,-2,1,-13,1,0,1,-8,1,-9,1,-12,1,-11,1,-13,1
73,-12,1,-20,1,-8,1,16,1,-2,1,-14,1,-2,1,-9,1,-10,1,-13,1,-12,1,-14,1
74,-9,1,-18,1,-9,1,13,1,0,1,-14,1,-3,1,-10,1,-11,1,-14,1,-12,1,-14,1
75,-10,1,-15,1,-5,1,12,1,-3,1,-10,1,-3,1,-9,1,-11,1,-13,1,-11,1,-13,1
76,-11,1,-13,1,-2,1,12,1,-5,1,-8,1,-3,1,-10,1,-11,1,-13,1,-11,1,-13,1
77,-10,1,-12,1,-2,1,11,1,-4,1,-7,1,-4,1,-11,1,-13,1,-15,1,-13,1,-15,1
78,-10,1,-13,1,-3,1,11,1,-4,1,-8,1,-2,1,-10,1,-12,1,-14,1,-13,1,-15,1
79,-11,1,-9,1,2,1,10,1,-7,1,-4,1,-3,1,-11,1,-14,1,-16,1,-15,1,-17,1
80,-11,1,-16,1,-5,1,13,1,-3,1,-11,1,0,1,-9,1,-11,1,-14,1,-12,1,-14,1
81,-11,1,-20,1,-9,1,15,1,-1,1,-15,1,1,1,-9,1,-11,1,-13,1,-12,1,-14,1
82,-10,1,-19,1,-9,1,14,1,-1,1,-14,1,1,1,-9,1,-10,1,-14,1,-13,1,-14,1
83,-10,1,-18,1,-8,1,14,1,-1,1,-13,1,3,1,-7,1,-7,1,-12,1,-11,1,-13,1
84,-11,1,-19,1,-8,1,15,1,-2,1,-14,1,2,1,-6,1,-6,1,-11,1,-9,1,-13,1
85,-9,1,-15,1,-6,1,12,1,-2,1,-11,1,0,1,-8,1,-8,1,-12,1,-11,1,-14,1
86,-8,1,-12,1,-4,1,10,1,-2,1,-8,1,-2,1,-9,1,-8,1,-13,1,-11,1,-14,1
87,-8,1,-11,1,-3,1,9,1,-3,1,-7,1,-4,1,-10,1,-10,1,-13,1,-12,1,-15,1
88,-9,1,-12,1,-3,1,10,1,-3,1,-8,1,-4,1,-11,1,-11,1,-15,1,-13,1,-15,1
89,-9,1,-14,1,-5,1,11,1,-2,1,-10,1,-3,1,-10,1,-11,1,-15,1,-13,1,-15,1
90,-11,1,-16,1,-5,1,13,1,-3,1,-11,1,-2,1,-10,1,-11,1,-15,1,-13,1,-16,1
91,-15,1,-26,1,-11,1,20,1,-2,1,-19,1,-2,1,-10,1,-11,1,-14,1,-13,1,-16,1
92,-13,1,-23,1,-10,1,18,1,-2,1,-17,1,-1,1,-9,1,-10,1,-14,1,-12,1,-15,1
93,-11,1,-19,1,-8,1,15,1,-2,1,-14,1,0,1,-9,1,-9,1,-14,1,-11,1,-14,1
94,-9,1,-16,1,-7,1,12,1,-1,1,-12,1,1,1,-7,1,-8,1,-12,1,-10,1,-13,1
95,-9,1,-14,1,-5,1,11,1,-2,1,-10,1,0,1,-7,1,-8,1,-12,1,-10,1,-13,1
96,-9,1,-13,1,-4,1,11,1,-3,1,-9,1,-2,1,-8,1,-9,1,-14,1,-12,1,-15,1
97,-10,1,-13,1,-3,1,11,1,-4,1,-8,1,-2,1,-9,1,-9,1,-14,1,-12,1,-15,1
