TS,I,If,II,IIf,III,IIIf,aVR,aVRf,aVL,aVLf,aVF,aVFf,V1,V1f,V2,V2f,V3,V3f,V4,V4f,V5,V5f,V6,V6f
1,-11,1,-1,1,10,1,6,1,-11,1,4,1,10,1,-9,1,-9,1,-24,1,-11,1,-14,1
2,-8,1,-1,1,7,1,4,1,-8,1,3,1,9,1,-10,1,-11,1,-24,1,-14,1,-16,1
3,-11,1,-1,1,10,1,6,1,-11,1,4,1,9,1,-8,1,-9,1,-22,1,-12,1,-16,1
4,-15,1,-1,1,14,1,8,1,-15,1,6,1,9,1,-6,1,-7,1,-20,1,-11,1,-14,1
5,-18,1,-1,1,17,1,9,1,-18,1,8,1,8,1,-4,1,-7,1,-18,1,-10,1,-13,1
6,-18,1,0,1,18,1,9,1,-18,1,9,1,8,1,-4,1,-7,1,-17,1,-10,1,-13,1
7,-20,1,0,1,20,1,10,1,-20,1,10,1,9,1,-5,1,-8,1,-17,1,-10,1,-13,1
8,-22,1,0,1,22,1,11,1,-22,1,11,1,10,1,-6,1,-9,1,-18,1,-10,1,-13,1
9,-24,1,-1,1,23,1,12,1,-24,1,11,1,11,1,-7,1,-11,1,-19,1,-10,1,-14,1
10,-20,1,1,1,21,1,9,1,-20,1,11,1,12,1,-7,1,-11,1,-19,1,-10,1,-13,1
11,-16,1,2,1,18,1,7,1,-17,1,10,1,11,1,-7,1,-11,1,-19,1,-11,1,-14,1
12,-13,1,2,1,15,1,5,1,-14,1,8,1,9,1,-7,1,-11,1,-19,1,-13,1,-15,1
13,-15,1,0,1,15,1,7,1,-15,1,7,1,8,1,-8,1,-12,1,-19,1,-14,1,-15,1
14,-17,1,-1,1,16,1,9,1,-17,1,7,1,8,1,-8,1,-13,1,-20,1,-16,1,-16,1
15,-19,1,-2,1,17,1,10,1,-18,1,7,1,9,1,-8,1,-13,1,-21,1,-15,1,-17,1
16,-17,1,-2,1,15,1,9,1,-16,1,6,1,9,1,-7,1,-12,1,-22,1,-14,1,-16,1
17,-15,1,0,1,15,1,7,1,-15,1,7,1,12,1,-5,1,-11,1,-20,1,-13,1,-16,1
18,-14,1,0,1,14,1,7,1,-14,1,7,1,14,1,-4,1,-10,1,-19,1,-13,1,-16,1
19,-14,1,1,1,15,1,6,1,-14,1,8,1,16,1,-4,1,-9,1,-19,1,-13,1,-17,1
20,-12,1,2,1,14,1,5,1,-13,1,8,1,17,1,-4,1,-9,1,-19,1,-13,1,-16,1
21,-10,1,3,1,13,1,3,1,-11,1,8,1,16,1,-6,1,-11,1,-20,1,-15,1,-17,1
22,-14,1,0,1,14,1,7,1,-14,1,7,1,16,1,-6,1,-10,1,-18,1,-15,1,-15,1
23,-16,1,-2,1,14,1,9,1,-15,1,6,1,16,1,-5,1,-10,1,-18,1,-14,1,-15,1
24,-15,1,-2,1,13,1,8,1,-14,1,5,1,16,1,-3,1,-9,1,-17,1,-15,1,-15,1
25,-15,1,-2,1,13,1,8,1,-14,1,5,1,17,1,0,1,-8,1,-16,1,-14,1,-15,1
26,-15,1,-3,1,12,1,9,1,-14,1,4,1,16,1,-1,1,-8,1,-17,1,-16,1,-17,1
27,-11,1,-2,1,9,1,6,1,-10,1,3,1,15,1,-2,1,-9,1,-19,1,-18,1,-19,1
28,-7,1,-2,1,5,1,4,1,-6,1,1,1,14,1,-3,1,-10,1,-20,1,-18,1,-19,1
29,-7,1,-2,1,5,1,4,1,-6,1,1,1,15,1,-3,1,-10,1,-19,1,-17,1,-17,1
30,-8,1,-2,1,6,1,5,1,-7,1,2,1,14,1,-4,1,-10,1,-17,1,-15,1,-15,1
31,-15,1,-1,1,14,1,8,1,-15,1,6,1,16,1,-3,1,-8,1,-14,1,-10,1,-12,1
32,-20,1,-2,1,18,1,11,1,-19,1,8,1,18,1,-2,1,-6,1,-10,1,-8,1,-10,1
33,-21,1,-2,1,19,1,11,1,-20,1,8,1,17,1,-4,1,-7,1,-10,1,-9,1,-10,1
34,-15,1,0,1,15,1,7,1,-15,1,7,1,15,1,-6,1,-8,1,-13,1,-12,1,-13,1
35,-12,1,0,1,12,1,6,1,-12,1,6,1,13,1,-7,1,-10,1,-16,1,-14,1,-16,1
36,-16,1,-1,1,15,1,8,1,-16,1,7,1,15,1,-5,1,-10,1,-15,1,-14,1,-14,1
37,-21,1,-3,1,18,1,12,1,-20,1,7,1,16,1,-3,1,-10,1,-16,1,-13,1,-13,1
38,-22,1,-4,1,18,1,13,1,-20,1,7,1,16,1,-2,1,-10,1,-16,1,-12,1,-13,1
39,-19,1,-5,1,14,1,12,1,-17,1,4,1,16,1,-3,1,-10,1,-16,1,-12,1,-14,1
40,-17,1,-5,1,12,1,11,1,-15,1,3,1,18,1,-2,1,-8,1,-14,1,-13,1,-13,1
41,-16,1,-4,1,12,1,10,1,-14,1,4,1,19,1,-2,1,-8,1,-14,1,-15,1,-14,1
42,-12,1,-3,1,9,1,7,1,-11,1,3,1,19,1,-1,1,-8,1,-15,1,-16,1,-14,1
43,-14,1,-3,1,11,1,8,1,-13,1,4,1,18,1,-2,1,-8,1,-15,1,-15,1,-13,1
44,-17,1,-3,1,14,1,10,1,-16,1,5,1,19,1,-1,1,-6,1,-13,1,-12,1,-11,1
45,-17,1,-3,1,14,1,10,1,-16,1,5,1,20,1,-1,1,-6,1,-12,1,-12,1,-11,1
46,-17,1,-3,1,14,1,10,1,-16,1,5,1,19,1,-1,1,-7,1,-13,1,-12,1,-10,1
47,-14,1,-2,1,12,1,8,1,-13,1,5,1,19,1,-2,1,-9,1,-12,1,-11,1,-11,1
48,-13,1,-2,1,11,1,7,1,-12,1,4,1,19,1,-2,1,-9,1,-11,1,-10,1,-10,1
49,-16,1,-5,1,11,1,10,1,-14,1,3,1,16,1,-3,1,-11,1,-12,1,-10,1,-10,1
50,-17,1,-8,1,9,1,12,1,-13,1,0,1,15,1,-4,1,-12,1,-11,1,-9,1,-10,1
51,-16,1,-6,1,10,1,11,1,-13,1,2,1,15,1,-3,1,-11,1,-9,1,-8,1,-9,1
52,-11,1,-3,1,8,1,7,1,-10,1,2,1,15,1,-4,1,-12,1,-9,1,-8,1,-8,1
53,-10,1,-1,1,9,1,5,1,-10,1,4,1,16,1,-4,1,-11,1,-10,1,-8,1,-7,1
54,-10,1,-1,1,9,1,5,1,-10,1,4,1,17,1,-4,1,-11,1,-10,1,-8,1,-8,1
55,-11,1,-1,1,10,1,6,1,-11,1,4,1,15,1,-5,1,-11,1,-11,1,-9,1,-8,1
56,-7,1,-1,1,6,1,4,1,-7,1,2,1,15,1,-6,1,-12,1,-13,1,-11,1,-9,1
57,0,1,-1,1,-1,1,0,1,0,1,-1,1,16,1,-7,1,-13,1,-13,1,-10,1,-8,1
58,4,1,-2,1,-6,1,-1,1,5,1,-4,1,15,1,-8,1,-14,1,-14,1,-11,1,-10,1
59,0,1,-3,1,-3,1,1,1,1,1,-3,1,16,1,-7,1,-14,1,-13,1,-11,1,-11,1
60,-2,1,-5,1,-3,1,3,1,0,1,-4,1,15,1,-8,1,-15,1,-15,1,-14,1,-13,1
61,-6,1,-7,1,-1,1,6,1,-3,1,-4,1,14,1,-8,1,-15,1,-17,1,-19,1,-17,1
62,-10,1,-7,1,3,1,8,1,-7,1,-2,1,15,1,-6,1,-14,1,-18,1,-21,1,-19,1
