TS,I,If,II,IIf,III,IIIf,aVR,aVRf,aVL,aVLf,aVF,aVFf,V1,V1f,V2,V2f,V3,V3f,V4,V4f,V5,V5f,V6,V6f
1,-18,1,-21,1,-3,1,19,1,-8,1,-12,1,23,1,6,1,-17,1,-34,1,-31,1,-27,1
2,-19,1,-21,1,-2,1,20,1,-9,1,-12,1,22,1,6,1,-18,1,-35,1,-31,1,-27,1
3,-19,1,-21,1,-2,1,20,1,-9,1,-12,1,19,1,4,1,-18,1,-35,1,-31,1,-27,1
4,-20,1,-22,1,-2,1,21,1,-9,1,-12,1,17,1,2,1,-18,1,-36,1,-31,1,-27,1
5,-20,1,-23,1,-3,1,21,1,-9,1,-13,1,13,1,0,1,-19,1,-36,1,-30,1,-26,1
6,-19,1,-21,1,-2,1,20,1,-9,1,-12,1,9,1,-3,1,-20,1,-35,1,-28,1,-25,1
7,-17,1,-18,1,-1,1,17,1,-8,1,-10,1,6,1,-5,1,-21,1,-34,1,-27,1,-24,1
8,-14,1,-16,1,-2,1,15,1,-6,1,-9,1,5,1,-7,1,-21,1,-33,1,-26,1,-23,1
9,-12,1,-15,1,-3,1,13,1,-5,1,-9,1,4,1,-8,1,-21,1,-33,1,-27,1,-23,1
10,-12,1,-15,1,-3,1,13,1,-5,1,-9,1,3,1,-10,1,-21,1,-33,1,-28,1,-22,1
11,-11,1,-14,1,-3,1,12,1,-4,1,-9,1,2,1,-11,1,-21,1,-34,1,-28,1,-22,1
12,-9,1,-13,1,-4,1,11,1,-3,1,-9,1,2,1,-11,1,-21,1,-33,1,-28,1,-21,1
13,-8,1,-13,1,-5,1,10,1,-2,1,-9,1,2,1,-11,1,-21,1,-33,1,-27,1,-20,1
14,-8,1,-14,1,-6,1,11,1,-1,1,-10,1,3,1,-12,1,-22,1,-34,1,-29,1,-21,1
15,-9,1,-15,1,-6,1,12,1,-2,1,-11,1,3,1,-12,1,-22,1,-34,1,-29,1,-21,1
16,-6,1,-13,1,-7,1,9,1,0,1,-10,1,5,1,-11,1,-22,1,-33,1,-29,1,-22,1
17,-2,1,-12,1,-10,1,7,1,4,1,-11,1,5,1,-9,1,-22,1,-33,1,-28,1,-22,1
18,-1,1,-15,1,-14,1,8,1,6,1,-15,1,5,1,-8,1,-22,1,-33,1,-28,1,-23,1
19,-1,1,-18,1,-17,1,9,1,8,1,-18,1,5,1,-8,1,-23,1,-34,1,-27,1,-24,1
20,-3,1,-20,1,-17,1,11,1,7,1,-19,1,6,1,-8,1,-23,1,-34,1,-27,1,-24,1
21,-4,1,-20,1,-16,1,12,1,6,1,-18,1,7,1,-8,1,-23,1,-35,1,-28,1,-25,1
22,-5,1,-22,1,-17,1,13,1,6,1,-20,1,8,1,-8,1,-24,1,-35,1,-28,1,-25,1
23,-6,1,-22,1,-16,1,14,1,5,1,-19,1,8,1,-8,1,-24,1,-36,1,-29,1,-25,1
24,-8,1,-25,1,-17,1,16,1,4,1,-21,1,8,1,-9,1,-24,1,-37,1,-31,1,-27,1
25,-11,1,-29,1,-18,1,20,1,3,1,-24,1,7,1,-10,1,-27,1,-39,1,-33,1,-28,1
26,-12,1,-31,1,-19,1,21,1,3,1,-25,1,7,1,-11,1,-29,1,-41,1,-34,1,-30,1
27,-14,1,-33,1,-19,1,23,1,2,1,-26,1,8,1,-14,1,-31,1,-44,1,-35,1,-31,1
28,-17,1,-36,1,-19,1,26,1,1,1,-28,1,8,1,-16,1,-34,1,-46,1,-37,1,-33,1
29,-19,1,-39,1,-20,1,29,1,0,1,-30,1,8,1,-18,1,-36,1,-48,1,-40,1,-35,1
30,-21,1,-40,1,-19,1,30,1,-1,1,-30,1,8,1,-20,1,-37,1,-50,1,-42,1,-36,1
