TS,I,If,II,IIf,III,IIIf,aVR,aVRf,aVL,aVLf,aVF,aVFf,V1,V1f,V2,V2f,V3,V3f,V4,V4f,V5,V5f,V6,V6f
1,-5,1,-11,1,-6,1,8,1,0,1,-9,1,0,1,-11,1,-24,1,-26,1,-29,1,-30,1
2,-5,1,-11,1,-6,1,8,1,0,1,-9,1,1,1,-11,1,-24,1,-26,1,-30,1,-30,1
3,-5,1,-11,1,-6,1,8,1,0,1,-9,1,0,1,-11,1,-23,1,-26,1,-30,1,-29,1
4,-4,1,-11,1,-7,1,7,1,1,1,-9,1,0,1,-11,1,-22,1,-26,1,-30,1,-29,1
5,-5,1,-11,1,-6,1,8,1,0,1,-9,1,-1,1,-10,1,-22,1,-27,1,-29,1,-29,1
6,-6,1,-12,1,-6,1,9,1,0,1,-9,1,-1,1,-11,1,-22,1,-27,1,-30,1,-30,1
7,-6,1,-12,1,-6,1,9,1,0,1,-9,1,-2,1,-11,1,-22,1,-27,1,-30,1,-30,1
8,-7,1,-12,1,-5,1,9,1,-1,1,-9,1,-1,1,-11,1,-23,1,-27,1,-31,1,-31,1
9,-7,1,-12,1,-5,1,9,1,-1,1,-9,1,-1,1,-11,1,-23,1,-27,1,-31,1,-31,1
10,-7,1,-12,1,-5,1,9,1,-1,1,-9,1,-1,1,-11,1,-22,1,-27,1,-31,1,-31,1
11,-6,1,-12,1,-6,1,9,1,0,1,-9,1,0,1,-11,1,-22,1,-26,1,-31,1,-31,1
12,-5,1,-12,1,-7,1,8,1,1,1,-10,1,-1,1,-12,1,-23,1,-26,1,-31,1,-31,1
13,-6,1,-11,1,-5,1,8,1,-1,1,-8,1,-1,1,-12,1,-23,1,-26,1,-31,1,-31,1
14,-6,1,-11,1,-5,1,8,1,-1,1,-8,1,-1,1,-12,1,-22,1,-26,1,-31,1,-31,1
15,-6,1,-12,1,-6,1,9,1,0,1,-9,1,-1,1,-12,1,-23,1,-26,1,-30,1,-31,1
16,-6,1,-11,1,-5,1,8,1,-1,1,-8,1,-2,1,-11,1,-22,1,-26,1,-29,1,-31,1
17,-6,1,-10,1,-4,1,8,1,-1,1,-7,1,-1,1,-11,1,-22,1,-25,1,-29,1,-30,1
18,-7,1,-10,1,-3,1,8,1,-2,1,-7,1,-1,1,-12,1,-21,1,-26,1,-30,1,-31,1
19,-7,1,-10,1,-3,1,8,1,-2,1,-7,1,-1,1,-12,1,-21,1,-26,1,-30,1,-31,1
20,-7,1,-11,1,-4,1,9,1,-2,1,-8,1,-1,1,-12,1,-21,1,-26,1,-30,1,-31,1
21,-6,1,-12,1,-6,1,9,1,0,1,-9,1,0,1,-13,1,-22,1,-26,1,-31,1,-32,1
22,-6,1,-12,1,-6,1,9,1,0,1,-9,1,0,1,-12,1,-22,1,-26,1,-32,1,-31,1
23,-7,1,-12,1,-5,1,9,1,-1,1,-9,1,1,1,-12,1,-23,1,-26,1,-32,1,-31,1
24,-7,1,-13,1,-6,1,10,1,-1,1,-10,1,1,1,-12,1,-23,1,-26,1,-32,1,-31,1
25,-7,1,-13,1,-6,1,10,1,-1,1,-10,1,1,1,-11,1,-23,1,-26,1,-33,1,-30,1
26,-7,1,-14,1,-7,1,10,1,0,1,-11,1,1,1,-12,1,-23,1,-26,1,-33,1,-31,1
27,-7,1,-13,1,-6,1,10,1,-1,1,-10,1,0,1,-12,1,-23,1,-27,1,-33,1,-31,1
28,-7,1,-13,1,-6,1,10,1,-1,1,-10,1,0,1,-12,1,-22,1,-26,1,-33,1,-31,1
29,-7,1,-13,1,-6,1,10,1,-1,1,-10,1,0,1,-12,1,-22,1,-26,1,-33,1,-31,1
30,-6,1,-12,1,-6,1,9,1,0,1,-9,1,0,1,-13,1,-22,1,-26,1,-33,1,-32,1
31,-6,1,-12,1,-6,1,9,1,0,1,-9,1,0,1,-13,1,-21,1,-27,1,-33,1,-32,1
32,-7,1,-12,1,-5,1,9,1,-1,1,-9,1,0,1,-13,1,-21,1,-27,1,-33,1,-32,1
33,-6,1,-12,1,-6,1,9,1,0,1,-9,1,0,1,-13,1,-21,1,-27,1,-33,1,-32,1
34,-6,1,-12,1,-6,1,9,1,0,1,-9,1,0,1,-12,1,-21,1,-27,1,-32,1,-33,1
35,-7,1,-13,1,-6,1,10,1,-1,1,-10,1,0,1,-12,1,-22,1,-26,1,-32,1,-33,1
36,-8,1,-13,1,-5,1,10,1,-2,1,-9,1,0,1,-12,1,-22,1,-26,1,-32,1,-33,1
37,-7,1,-11,1,-4,1,9,1,-2,1,-8,1,0,1,-12,1,-22,1,-25,1,-32,1,-33,1
38,-7,1,-11,1,-4,1,9,1,-2,1,-8,1,0,1,-11,1,-22,1,-25,1,-32,1,-33,1
39,-7,1,-11,1,-4,1,9,1,-2,1,-8,1,1,1,-11,1,-22,1,-25,1,-32,1,-33,1
40,-6,1,-11,1,-5,1,8,1,-1,1,-8,1,1,1,-11,1,-22,1,-26,1,-32,1,-33,1
41,-6,1,-10,1,-4,1,8,1,-1,1,-7,1,1,1,-10,1,-22,1,-27,1,-33,1,-33,1
42,-6,1,-10,1,-4,1,8,1,-1,1,-7,1,2,1,-11,1,-23,1,-27,1,-33,1,-33,1
