TS,I,If,II,IIf,III,IIIf,aVR,aVRf,aVL,aVLf,aVF,aVFf,V1,V1f,V2,V2f,V3,V3f,V4,V4f,V5,V5f,V6,V6f
1,17,1,-2,1,-19,1,-7,1,18,1,-10,1,-7,1,-8,1,-15,1,-12,1,-15,1,-23,1
2,14,1,-5,1,-19,1,-4,1,16,1,-12,1,-6,1,-6,1,-14,1,-10,1,-12,1,-20,1
3,12,1,-4,1,-16,1,-4,1,14,1,-10,1,-7,1,-7,1,-14,1,-10,1,-12,1,-21,1
4,17,1,-4,1,-21,1,-6,1,19,1,-12,1,-9,1,-8,1,-16,1,-12,1,-15,1,-24,1
5,18,1,-3,1,-21,1,-7,1,19,1,-12,1,-10,1,-9,1,-17,1,-13,1,-15,1,-24,1
6,18,1,-5,1,-23,1,-6,1,20,1,-14,1,-9,1,-8,1,-16,1,-12,1,-15,1,-24,1
7,15,1,-3,1,-18,1,-6,1,16,1,-10,1,-8,1,-8,1,-16,1,-12,1,-15,1,-23,1
8,12,1,-5,1,-17,1,-3,1,14,1,-11,1,-7,1,-8,1,-17,1,-12,1,-15,1,-24,1
9,15,1,-4,1,-19,1,-5,1,17,1,-11,1,-9,1,-9,1,-17,1,-13,1,-15,1,-24,1
10,16,1,-2,1,-18,1,-7,1,17,1,-10,1,-7,1,-9,1,-17,1,-13,1,-15,1,-24,1
11,11,1,-2,1,-13,1,-4,1,12,1,-7,1,-4,1,-7,1,-15,1,-11,1,-13,1,-22,1
12,15,1,-2,1,-17,1,-6,1,16,1,-9,1,-6,1,-8,1,-15,1,-11,1,-13,1,-21,1
13,17,1,-2,1,-19,1,-7,1,18,1,-10,1,-7,1,-8,1,-15,1,-12,1,-14,1,-22,1
14,15,1,-3,1,-18,1,-6,1,16,1,-10,1,-5,1,-9,1,-15,1,-13,1,-15,1,-24,1
15,16,1,-4,1,-20,1,-6,1,18,1,-12,1,-6,1,-9,1,-16,1,-12,1,-15,1,-24,1
16,16,1,-4,1,-20,1,-6,1,18,1,-12,1,-6,1,-9,1,-17,1,-13,1,-17,1,-26,1
17,15,1,-5,1,-20,1,-5,1,17,1,-12,1,-7,1,-9,1,-18,1,-13,1,-17,1,-25,1
18,10,1,-5,1,-15,1,-2,1,12,1,-10,1,-5,1,-7,1,-15,1,-12,1,-15,1,-23,1
19,14,1,-5,1,-19,1,-4,1,16,1,-12,1,-5,1,-7,1,-17,1,-13,1,-17,1,-24,1
20,16,1,-5,1,-21,1,-5,1,18,1,-13,1,-6,1,-8,1,-17,1,-13,1,-17,1,-24,1
21,17,1,-4,1,-21,1,-6,1,19,1,-12,1,-7,1,-8,1,-18,1,-14,1,-17,1,-25,1
22,11,1,-5,1,-16,1,-3,1,13,1,-10,1,-8,1,-8,1,-17,1,-14,1,-17,1,-24,1
23,13,1,-3,1,-16,1,-5,1,14,1,-9,1,-7,1,-7,1,-16,1,-12,1,-15,1,-24,1
24,16,1,0,1,-16,1,-8,1,16,1,-8,1,-6,1,-6,1,-14,1,-10,1,-13,1,-23,1
25,13,1,-2,1,-15,1,-5,1,14,1,-8,1,-5,1,-6,1,-14,1,-9,1,-13,1,-22,1
26,18,1,-4,1,-22,1,-7,1,20,1,-13,1,-8,1,-8,1,-17,1,-12,1,-15,1,-25,1
27,15,1,-3,1,-18,1,-6,1,16,1,-10,1,-7,1,-10,1,-18,1,-12,1,-16,1,-26,1
28,20,1,-1,1,-21,1,-9,1,20,1,-11,1,-8,1,-11,1,-17,1,-12,1,-17,1,-26,1
29,13,1,-4,1,-17,1,-4,1,15,1,-10,1,-6,1,-8,1,-16,1,-11,1,-15,1,-25,1
30,12,1,-3,1,-15,1,-4,1,13,1,-9,1,-6,1,-8,1,-15,1,-10,1,-14,1,-24,1
31,15,1,-3,1,-18,1,-6,1,16,1,-10,1,-6,1,-9,1,-17,1,-12,1,-16,1,-26,1
32,16,1,-4,1,-20,1,-6,1,18,1,-12,1,-7,1,-9,1,-17,1,-12,1,-16,1,-26,1
33,16,1,-3,1,-19,1,-6,1,17,1,-11,1,-7,1,-9,1,-17,1,-12,1,-16,1,-25,1
34,16,1,-4,1,-20,1,-6,1,18,1,-12,1,-7,1,-9,1,-17,1,-12,1,-16,1,-25,1
35,16,1,-2,1,-18,1,-7,1,17,1,-10,1,-7,1,-8,1,-18,1,-13,1,-15,1,-25,1
36,16,1,-3,1,-19,1,-6,1,17,1,-11,1,-7,1,-8,1,-17,1,-13,1,-15,1,-24,1
37,17,1,-3,1,-20,1,-7,1,18,1,-11,1,-8,1,-9,1,-18,1,-14,1,-16,1,-24,1
38,14,1,-4,1,-18,1,-5,1,16,1,-11,1,-9,1,-10,1,-18,1,-14,1,-19,1,-27,1
39,12,1,-6,1,-18,1,-3,1,15,1,-12,1,-8,1,-8,1,-17,1,-13,1,-17,1,-25,1
40,18,1,-4,1,-22,1,-7,1,20,1,-13,1,-8,1,-9,1,-18,1,-14,1,-18,1,-25,1
41,17,1,-4,1,-21,1,-6,1,19,1,-12,1,-8,1,-8,1,-17,1,-13,1,-17,1,-24,1
42,14,1,-3,1,-17,1,-5,1,15,1,-10,1,-8,1,-8,1,-16,1,-12,1,-15,1,-24,1
43,14,1,-5,1,-19,1,-4,1,16,1,-12,1,-9,1,-10,1,-17,1,-12,1,-16,1,-25,1
