TS,I,If,II,IIf,III,IIIf,aVR,aVRf,aVL,aVLf,aVF,aVFf,V1,V1f,V2,V2f,V3,V3f,V4,V4f,V5,V5f,V6,V6f
1,0,1,-16,1,-16,1,8,1,8,1,-16,1,8,1,-16,1,-35,1,-15,1,-15,1,-22,1
2,-1,1,-16,1,-15,1,8,1,7,1,-16,1,8,1,-15,1,-35,1,-15,1,-15,1,-22,1
3,-1,1,-16,1,-15,1,8,1,7,1,-16,1,8,1,-15,1,-35,1,-14,1,-15,1,-22,1
4,0,1,-17,1,-17,1,8,1,8,1,-17,1,8,1,-14,1,-35,1,-14,1,-15,1,-21,1
5,1,1,-17,1,-18,1,8,1,9,1,-17,1,9,1,-14,1,-34,1,-13,1,-15,1,-21,1
6,1,1,-17,1,-18,1,8,1,9,1,-17,1,8,1,-15,1,-35,1,-13,1,-15,1,-22,1
7,0,1,-18,1,-18,1,9,1,9,1,-18,1,7,1,-15,1,-35,1,-14,1,-16,1,-22,1
8,1,1,-19,1,-20,1,9,1,10,1,-19,1,7,1,-16,1,-35,1,-14,1,-17,1,-22,1
9,1,1,-19,1,-20,1,9,1,10,1,-19,1,7,1,-16,1,-36,1,-14,1,-17,1,-22,1
10,1,1,-18,1,-19,1,8,1,10,1,-18,1,7,1,-16,1,-37,1,-14,1,-17,1,-22,1
11,0,1,-18,1,-18,1,9,1,9,1,-18,1,7,1,-16,1,-37,1,-14,1,-17,1,-22,1
12,0,1,-19,1,-19,1,9,1,9,1,-19,1,7,1,-16,1,-37,1,-14,1,-16,1,-22,1
13,0,1,-18,1,-18,1,9,1,9,1,-18,1,7,1,-16,1,-37,1,-14,1,-16,1,-23,1
14,0,1,-18,1,-18,1,9,1,9,1,-18,1,7,1,-16,1,-36,1,-14,1,-17,1,-23,1
15,1,1,-18,1,-19,1,8,1,10,1,-18,1,7,1,-16,1,-36,1,-13,1,-17,1,-23,1
16,1,1,-18,1,-19,1,8,1,10,1,-18,1,7,1,-15,1,-35,1,-13,1,-17,1,-23,1
17,1,1,-19,1,-20,1,9,1,10,1,-19,1,7,1,-15,1,-35,1,-13,1,-17,1,-23,1
18,1,1,-18,1,-19,1,8,1,10,1,-18,1,7,1,-15,1,-35,1,-13,1,-18,1,-22,1
19,0,1,-18,1,-18,1,9,1,9,1,-18,1,8,1,-15,1,-34,1,-14,1,-18,1,-22,1
20,0,1,-19,1,-19,1,9,1,9,1,-19,1,8,1,-15,1,-34,1,-14,1,-18,1,-22,1
21,-1,1,-19,1,-18,1,10,1,8,1,-19,1,8,1,-16,1,-34,1,-14,1,-17,1,-22,1
22,-1,1,-19,1,-18,1,10,1,8,1,-19,1,8,1,-16,1,-35,1,-14,1,-16,1,-22,1
23,0,1,-19,1,-19,1,9,1,9,1,-19,1,9,1,-16,1,-35,1,-14,1,-16,1,-22,1
24,0,1,-19,1,-19,1,9,1,9,1,-19,1,9,1,-16,1,-34,1,-14,1,-16,1,-21,1
25,1,1,-18,1,-19,1,8,1,10,1,-18,1,9,1,-16,1,-34,1,-14,1,-16,1,-21,1
26,1,1,-18,1,-19,1,8,1,10,1,-18,1,9,1,-16,1,-34,1,-13,1,-17,1,-21,1
27,1,1,-17,1,-18,1,8,1,9,1,-17,1,10,1,-17,1,-34,1,-13,1,-17,1,-20,1
28,2,1,-16,1,-18,1,7,1,10,1,-17,1,10,1,-17,1,-33,1,-13,1,-17,1,-21,1
29,2,1,-14,1,-16,1,6,1,9,1,-15,1,10,1,-16,1,-33,1,-12,1,-17,1,-20,1
30,4,1,-14,1,-18,1,5,1,11,1,-16,1,11,1,-16,1,-32,1,-11,1,-17,1,-20,1
31,3,1,-12,1,-15,1,4,1,9,1,-13,1,11,1,-15,1,-30,1,-11,1,-16,1,-19,1
32,3,1,-11,1,-14,1,4,1,8,1,-12,1,12,1,-14,1,-30,1,-10,1,-15,1,-19,1
33,3,1,-11,1,-14,1,4,1,8,1,-12,1,13,1,-14,1,-30,1,-10,1,-15,1,-18,1
34,3,1,-11,1,-14,1,4,1,8,1,-12,1,13,1,-13,1,-30,1,-10,1,-14,1,-18,1
35,3,1,-13,1,-16,1,5,1,9,1,-14,1,13,1,-14,1,-32,1,-10,1,-14,1,-18,1
36,3,1,-14,1,-17,1,5,1,10,1,-15,1,13,1,-14,1,-31,1,-11,1,-15,1,-18,1
