TS,Reading
1,-1.4
2,-1
3,-1
4,-1
5,-1
6,-1
7,-1
8,-1
9,-0.9
10,-1
11,-0.9
12,-1
13,-1.1
14,-1
15,-0.9
16,-0.9
17,-1.1
18,-1.1
19,-1.1
20,-1.1
21,-0.8
22,-0.7
23,-0.9
24,-1.2
25,-1.1
26,-1.1
27,-1.1
28,-1
29,-1.1
30,-1.1
31,-1.2
32,-1.2
33,-1.2
34,-1.1
35,-0.9
36,-0.9
37,-0.7
38,-0.8
39,-0.9
40,-0.9
41,-0.9
42,-1.1
43,-1
44,-1.2
45,-1.1
46,-1
47,-0.6
48,-0.4
49,-0.4
50,-0.3
51,-0.2
52,-0.3
53,-0.3
54,-0.6
55,-0.6
56,-0.4
57,-0.4
58,-0.4
59,-0.1
60,0
61,0.2
62,0.4
63,0.1
64,0.2
65,0.3
66,0.3
67,0.3
68,0.4
69,0.6
70,0.6
71,0.6
72,0.6
73,0.7
74,0.5
75,0.4
76,0.3
77,0.3
78,0.3
79,0
80,0
81,0.1
82,0
83,0
84,0.1
85,0
86,0
87,0
88,0
89,-0.1
90,-0.3
91,-0.5
92,-0.5
93,-0.5
94,-0.6
95,-0.7
96,-0.5
97,-0.4
98,-0.5
99,-0.6
100,-0.6
101,-0.7
102,-0.5
103,-0.5
104,-0.5
105,-0.6
106,-0.6
107,-0.5
108,-0.4
109,-0.3
110,-0.3
111,-0.1
112,-0.2
113,-0.3
114,-0.2
115,-0.1
116,-0.1
117,-0.4
118,-0.6
119,-0.4
120,-0.5
121,-0.7
122,-0.6
123,-0.2
124,0.6
125,1.5
126,2.5
127,3.8
128,5.2
129,7.3
130,10.2
131,13.4
132,15.9
133,17.9
134,19.4
135,20.5
136,20.4
137,19.7
138,18.9
139,17.1
140,13.4
141,9.6
142,7
143,5.4
144,4
145,2.3
146,0.7
147,-0.3
148,-0.8
149,-1.1
150,-1
151,-0.7
152,-0.7
153,-0.5
154,-0.5
155,-0.5
156,-0.5
157,-0.5
158,-0.3
159,-0.1
160,0
161,0.1
162,0.1
163,0.1
164,0
165,0.1
166,0
167,0
168,0
169,0.1
170,0.1
171,0
172,0
173,0
174,0
175,0.3
176,0.3
177,0.2
178,0
179,0
180,0.1
181,0.3
182,0.3
183,0.4
