TS,Reading,Flag,TS2,Reading2,Flag2
1,-21,5,2000,-21,5
2,-21,5,2001,-21,5
3,-21,5,2002,-20,5
4,-22,5,2003,-21,5
5,-22,5,2004,-23,5
6,-22,5,2005,-22,5
7,-22,5,2006,-21,5
8,-21,5,2007,-21,5
9,-20,5,2008,-22,5
10,-21,5,2009,-22,5
11,-21,5,2010,-21,5
12,-22,5,2011,-20,5
13,-22,5,2012,-20,5
14,-22,5,2013,-21,5
15,-22,5,2014,-22,5
16,-22,5,2015,-22,5
17,-22,5,2016,-21,5
18,-23,5,2017,-21,5
19,-22,5,2018,-20,5
20,-22,5,2019,-21,5
21,-22,5,2020,-21,5
22,-22,5,2021,-19,5
23,-21,5,2022,-19,5
24,-19,5,2023,-20,5
25,-18,5,2024,-21,5
26,-19,5,2025,-22,5
27,-19,5,2026,-21,5
28,-19,5,2027,-20,5
29,-19,5,2028,-19,5
30,-19,5,2029,-18,5
31,-19,5,2030,-17,5
32,-20,5,2031,-17,5
33,-21,5,2032,-19,5
34,-22,5,2033,-20,5
35,-20,5,2034,-22,5
36,-20,5,2035,-20,5
37,-21,5,2036,-19,5
38,-20,5,2037,-19,5
39,-20,5,2038,-21,5
40,-20,5,2039,-21,5
41,-20,5,2040,-21,5
42,-20,5,2041,-22,5
43,-20,5,2042,-22,5
44,-19,5,2043,-21,5
45,-18,5,2044,-21,5
46,-19,5,2045,-20,5
47,-20,5,2046,-20,5
48,-21,5,2047,-19,5
49,-21,5,2048,-20,5
50,-21,5,2049,-20,5
51,-21,5,2050,-20,5
52,-21,5,2051,-20,5
53,-21,5,2052,-21,5
54,-22,5,2053,-21,5
55,-20,5,2054,-21,5
56,-20,5,2055,-21,5
57,-20,5,2056,-23,5
58,-20,5,2057,-21,5
59,-20,5,2058,-20,5
60,-19,5,2059,-19,5
61,-19,5,2060,-19,5
62,-18,5,2061,-20,5
63,-17,5,2062,-22,5
64,-17,5,2063,-23,5
65,-18,5,2064,-23,5
66,-18,5,2065,-22,5
67,-17,5,2066,-22,5
68,-14,5,2067,-21,5
69,-14,5,2068,-20,5
70,-14,5,2069,-20,5
71,-15,5,2070,-19,5
72,-14,5,2071,-19,5
73,-14,5,2072,-20,5
74,-13,5,2073,-20,5
75,-14,5,2074,-21,5
76,-15,5,2075,-21,5
77,-14,5,2076,-19,5
78,-14,5,2077,-18,5
79,-14,5,2078,-18,5
80,-13,5,2079,-18,5
81,-13,5,2080,-18,5
82,-15,5,2081,-18,5
83,-16,5,2082,-19,5
84,-15,5,2083,-18,5
85,-16,5,2084,-19,5
86,-18,5,2085,-19,5
87,-18,5,2086,-19,5
88,-17,5,2087,-19,5
89,-14,5,2088,-20,5
90,-13,5,2089,-20,5
91,-12,5,2090,-20,5
92,-11,5,2091,-20,5
93,-11,5,2092,-20,5
94,-10,5,2093,-20,5
95,-9,5,2094,-18,5
96,-9,5,2095,-18,5
97,-9,5,2096,-18,5
98,-7,5,2097,-18,5
99,-8,5,2098,-18,5
100,-7,5,2099,-19,5
101,-7,5,2100,-19,5
102,-9,5,2101,-18,5
103,-9,5,2102,-17,5
104,-11,5,2103,-16,5
105,-13,5,2104,-16,5
106,-14,5,2105,-15,5
107,-17,5,2106,-15,5
108,-18,5,2107,-14,5
109,-20,5,2108,-14,5
110,-21,5,2109,-13,5
111,-22,5,2110,-13,5
112,-24,5,2111,-13,5
113,-25,5,2112,-13,5
114,-25,5,2113,-12,5
115,-25,5,2114,-11,5
116,-26,5,2115,-11,5
117,-25,5,2116,-11,5
118,-24,5,2117,-10,5
119,-23,5,2118,-10,5
120,-23,5,2119,-10,5
121,-24,5,2120,-10,5
122,-24,5,2121,-10,5
