TS,Reading,Flag,TS2,Reading2,Flag2
1,-27,5,2000,-31,5
2,-27,5,2001,-31,5
3,-27,5,2002,-31,5
4,-29,5,2003,-32,5
5,-30,5,2004,-34,5
6,-30,5,2005,-33,5
7,-30,5,2006,-32,5
8,-30,5,2007,-31,5
9,-29,5,2008,-32,5
10,-29,5,2009,-32,5
11,-29,5,2010,-32,5
12,-29,5,2011,-31,5
13,-30,5,2012,-31,5
14,-30,5,2013,-32,5
15,-29,5,2014,-33,5
16,-29,5,2015,-32,5
17,-29,5,2016,-31,5
18,-30,5,2017,-31,5
19,-29,5,2018,-31,5
20,-29,5,2019,-32,5
21,-30,5,2020,-32,5
22,-31,5,2021,-30,5
23,-30,5,2022,-30,5
24,-27,5,2023,-30,5
25,-25,5,2024,-31,5
26,-26,5,2025,-30,5
27,-25,5,2026,-30,5
28,-25,5,2027,-29,5
29,-26,5,2028,-29,5
30,-26,5,2029,-29,5
31,-27,5,2030,-28,5
32,-28,5,2031,-28,5
33,-29,5,2032,-28,5
34,-30,5,2033,-30,5
35,-28,5,2034,-30,5
36,-28,5,2035,-29,5
37,-27,5,2036,-28,5
38,-26,5,2037,-30,5
39,-26,5,2038,-32,5
40,-26,5,2039,-33,5
41,-27,5,2040,-33,5
42,-27,5,2041,-33,5
43,-28,5,2042,-32,5
44,-26,5,2043,-31,5
45,-27,5,2044,-30,5
46,-28,5,2045,-28,5
47,-29,5,2046,-29,5
48,-29,5,2047,-29,5
49,-28,5,2048,-31,5
50,-28,5,2049,-32,5
51,-28,5,2050,-32,5
52,-28,5,2051,-31,5
53,-28,5,2052,-31,5
54,-28,5,2053,-30,5
55,-27,5,2054,-30,5
56,-27,5,2055,-30,5
57,-27,5,2056,-31,5
58,-28,5,2057,-32,5
59,-28,5,2058,-32,5
60,-27,5,2059,-31,5
61,-26,5,2060,-30,5
62,-25,5,2061,-30,5
63,-23,5,2062,-31,5
64,-23,5,2063,-32,5
65,-23,5,2064,-32,5
66,-23,5,2065,-31,5
67,-23,5,2066,-31,5
68,-21,5,2067,-31,5
69,-20,5,2068,-31,5
70,-20,5,2069,-32,5
71,-21,5,2070,-31,5
72,-20,5,2071,-30,5
73,-19,5,2072,-30,5
74,-19,5,2073,-29,5
75,-19,5,2074,-30,5
76,-19,5,2075,-30,5
77,-18,5,2076,-28,5
78,-19,5,2077,-27,5
79,-21,5,2078,-28,5
80,-22,5,2079,-29,5
81,-24,5,2080,-28,5
82,-27,5,2081,-29,5
83,-28,5,2082,-30,5
84,-28,5,2083,-30,5
85,-29,5,2084,-30,5
86,-31,5,2085,-30,5
87,-31,5,2086,-29,5
88,-30,5,2087,-29,5
89,-29,5,2088,-30,5
90,-29,5,2089,-29,5
91,-28,5,2090,-29,5
92,-28,5,2091,-29,5
93,-28,5,2092,-29,5
94,-27,5,2093,-29,5
95,-25,5,2094,-28,5
96,-24,5,2095,-27,5
97,-22,5,2096,-27,5
98,-20,5,2097,-26,5
99,-19,5,2098,-26,5
100,-19,5,2099,-27,5
101,-19,5,2100,-26,5
102,-20,5,2101,-24,5
103,-20,5,2102,-23,5
104,-20,5,2103,-22,5
105,-21,5,2104,-22,5
106,-21,5,2105,-22,5
107,-23,5,2106,-21,5
108,-25,5,2107,-21,5
109,-27,5,2108,-22,5
110,-29,5,2109,-22,5
111,-30,5,2110,-23,5
112,-32,5,2111,-24,5
113,-34,5,2112,-24,5
114,-33,5,2113,-24,5
115,-33,5,2114,-24,5
116,-33,5,2115,-25,5
117,-32,5,2116,-26,5
118,-31,5,2117,-26,5
119,-31,5,2118,-27,5
120,-30,5,2119,-27,5
121,-31,5,2120,-27,5
122,-31,5,2121,-27,5
123,-31,5,2122,-28,5
124,-30,5,2123,-28,5
125,-29,5,2124,-29,5
126,-29,5,2125,-28,5
127,-29,5,2126,-25,5
128,-30,5,2127,-23,5
129,-30,5,2128,-22,5
130,-30,5,2129,-21,5
131,-30,5,2130,-21,5
132,-30,5,2131,-22,5
133,-29,5,2132,-22,5
134,-30,5,2133,-22,5
135,-31,5,2134,-23,5
136,-31,5,2135,-25,5
137,-31,5,2136,-26,5
138,-30,5,2137,-28,5
139,-28,5,2138,-28,5
140,-25,5,2139,-29,5
141,-20,5,2140,-31,5
142,-15,5,2141,-32,5
143,-5,5,2142,-33,5
144,17,5,2143,-34,5
145,46,5,2144,-36,5
146,75,5,2145,-36,5
147,104,5,2146,-35,5
148,135,5,2147,-36,5
149,152,5,2148,-36,5
150,152,5,2149,-35,5
151,152,5,2150,-34,5
152,152,5,2151,-34,5
153,152,5,2152,-34,5
154,152,5,2153,-34,5
155,152,5,2154,-34,5
156,152,5,2155,-35,5
157,140,5,2156,-35,5
158,50,5,2157,-35,5
159,-29,5,2158,-36,5
160,-79,5,2159,-36,5
161,-79,5,2160,-36,5
162,-79,5,2161,-35,5
163,-79,5,2162,-35,5
164,-79,5,2163,-35,5
165,-79,5,2164,-35,5
166,-79,5,2165,-33,5
167,-79,5,2166,-32,5
168,-79,5,2167,-31,5
169,-66,5,2168,-31,5
170,-56,5,2169,-31,5
171,-48,5,2170,-29,5
172,-42,5,2171,-27,5
173,-38,5,2172,-22,5
174,-35,5,2173,-16,5
175,-31,5,2174,-5,5
176,-27,5,2175,14,5
177,-26,5,2176,40,5
178,-24,5,2177,64,5
179,-21,5,2178,92,5
180,-18,5,2179,125,5
181,-16,5,2180,152,5
182,-15,5,2181,152,5
183,-15,5,2182,152,5
184,-15,5,2183,152,5
185,-16,5,2184,152,5
186,-14,5,2185,152,5
187,-13,5,2186,152,5
188,-12,5,2187,152,5
189,-12,5,2188,152,5
190,-11,5,2189,116,5
191,-11,5,2190,27,5
192,-11,5,2191,-44,5
193,-12,5,2192,-79,5
194,-12,5,2193,-79,5
195,-12,5,2194,-79,5
196,-11,5,2195,-79,5
197,-11,5,2196,-79,5
198,-11,5,2197,-79,5
199,-11,5,2198,-79,5
200,-9,5,2199,-79,5
201,-9,5,2200,-71,5
202,-8,5,2201,-60,5
