TS,Reading,Flag,TS2,Reading2,Flag2
1,-13,5,2000,-16,5
2,-13,5,2001,-16,5
3,-13,5,2002,-15,5
4,-13,5,2003,-15,5
5,-13,5,2004,-16,5
6,-13,5,2005,-16,5
7,-12,5,2006,-15,5
8,-12,5,2007,-15,5
9,-12,5,2008,-15,5
10,-14,5,2009,-16,5
11,-14,5,2010,-15,5
12,-14,5,2011,-15,5
13,-14,5,2012,-15,5
14,-14,5,2013,-15,5
15,-13,5,2014,-16,5
16,-13,5,2015,-16,5
17,-13,5,2016,-15,5
18,-14,5,2017,-15,5
19,-13,5,2018,-16,5
20,-12,5,2019,-16,5
21,-13,5,2020,-16,5
22,-13,5,2021,-14,5
23,-11,5,2022,-14,5
24,-9,5,2023,-14,5
25,-9,5,2024,-14,5
26,-11,5,2025,-15,5
27,-11,5,2026,-15,5
28,-11,5,2027,-15,5
29,-11,5,2028,-15,5
30,-11,5,2029,-14,5
31,-11,5,2030,-13,5
32,-11,5,2031,-13,5
33,-12,5,2032,-13,5
34,-14,5,2033,-14,5
35,-12,5,2034,-15,5
36,-12,5,2035,-13,5
37,-13,5,2036,-13,5
38,-12,5,2037,-14,5
39,-11,5,2038,-16,5
40,-11,5,2039,-17,5
41,-11,5,2040,-17,5
42,-11,5,2041,-17,5
43,-11,5,2042,-17,5
44,-9,5,2043,-16,5
45,-9,5,2044,-16,5
46,-10,5,2045,-15,5
47,-11,5,2046,-15,5
48,-13,5,2047,-16,5
49,-12,5,2048,-17,5
50,-12,5,2049,-17,5
51,-11,5,2050,-17,5
52,-11,5,2051,-17,5
53,-11,5,2052,-17,5
54,-11,5,2053,-16,5
55,-10,5,2054,-16,5
56,-9,5,2055,-15,5
57,-10,5,2056,-16,5
58,-10,5,2057,-16,5
59,-10,5,2058,-15,5
60,-9,5,2059,-15,5
61,-9,5,2060,-15,5
62,-8,5,2061,-15,5
63,-7,5,2062,-17,5
64,-7,5,2063,-17,5
65,-7,5,2064,-17,5
66,-7,5,2065,-16,5
67,-5,5,2066,-15,5
68,-3,5,2067,-15,5
69,-2,5,2068,-15,5
70,-2,5,2069,-15,5
71,-3,5,2070,-14,5
72,-3,5,2071,-14,5
73,-2,5,2072,-15,5
74,-2,5,2073,-15,5
75,-2,5,2074,-16,5
76,-3,5,2075,-16,5
77,-2,5,2076,-14,5
78,-3,5,2077,-14,5
79,-2,5,2078,-14,5
80,-2,5,2079,-15,5
81,-2,5,2080,-14,5
82,-4,5,2081,-14,5
83,-5,5,2082,-15,5
84,-4,5,2083,-14,5
85,-5,5,2084,-15,5
86,-7,5,2085,-15,5
87,-8,5,2086,-15,5
88,-7,5,2087,-15,5
89,-5,5,2088,-16,5
90,-3,5,2089,-16,5
91,-2,5,2090,-16,5
92,-1,5,2091,-15,5
93,-1,5,2092,-15,5
94,0,5,2093,-15,5
95,0,5,2094,-14,5
96,0,5,2095,-13,5
97,0,5,2096,-12,5
98,1,5,2097,-11,5
99,2,5,2098,-12,5
100,2,5,2099,-12,5
101,3,5,2100,-11,5
102,2,5,2101,-10,5
103,2,5,2102,-10,5
104,0,5,2103,-10,5
105,-1,5,2104,-10,5
106,-2,5,2105,-10,5
107,-5,5,2106,-9,5
108,-6,5,2107,-9,5
109,-8,5,2108,-9,5
110,-9,5,2109,-8,5
111,-11,5,2110,-8,5
112,-12,5,2111,-8,5
113,-14,5,2112,-8,5
114,-13,5,2113,-8,5
115,-14,5,2114,-7,5
116,-14,5,2115,-8,5
117,-14,5,2116,-8,5
118,-14,5,2117,-7,5
119,-14,5,2118,-8,5
120,-14,5,2119,-9,5
121,-14,5,2120,-8,5
122,-15,5,2121,-8,5
123,-13,5,2122,-8,5
124,-12,5,2123,-8,5
125,-12,5,2124,-8,5
126,-11,5,2125,-6,5
127,-11,5,2126,-3,5
128,-12,5,2127,-2,5
129,-13,5,2128,-1,5
130,-13,5,2129,-1,5
131,-14,5,2130,-1,5
132,-14,5,2131,-3,5
133,-14,5,2132,-3,5
134,-14,5,2133,-3,5
135,-16,5,2134,-4,5
136,-16,5,2135,-6,5
137,-16,5,2136,-7,5
138,-14,5,2137,-10,5
139,-12,5,2138,-11,5
140,-10,5,2139,-12,5
141,-6,5,2140,-14,5
142,-2,5,2141,-15,5
143,6,5,2142,-17,5
144,25,5,2143,-18,5
145,51,5,2144,-20,5
146,82,5,2145,-19,5
147,120,5,2146,-19,5
148,161,5,2147,-19,5
149,196,5,2148,-19,5
150,196,5,2149,-18,5
151,196,5,2150,-18,5
152,196,5,2151,-18,5
153,196,5,2152,-19,5
154,196,5,2153,-20,5
155,196,5,2154,-20,5
156,196,5,2155,-21,5
157,196,5,2156,-21,5
158,167,5,2157,-20,5
159,87,5,2158,-21,5
160,24,5,2159,-21,5
161,-21,5,2160,-21,5
162,-41,5,2161,-20,5
163,-41,5,2162,-20,5
164,-41,5,2163,-20,5
165,-41,5,2164,-21,5
166,-41,5,2165,-19,5
167,-41,5,2166,-19,5
168,-41,5,2167,-19,5
169,-41,5,2168,-19,5
170,-37,5,2169,-19,5
171,-33,5,2170,-17,5
172,-29,5,2171,-15,5
173,-26,5,2172,-11,5
174,-24,5,2173,-5,5
175,-20,5,2174,1,5
176,-18,5,2175,17,5
177,-20,5,2176,39,5
178,-19,5,2177,65,5
179,-17,5,2178,98,5
180,-15,5,2179,140,5
181,-14,5,2180,187,5
182,-14,5,2181,196,5
183,-13,5,2182,196,5
184,-13,5,2183,196,5
185,-13,5,2184,196,5
186,-12,5,2185,196,5
187,-11,5,2186,196,5
188,-11,5,2187,196,5
189,-11,5,2188,196,5
190,-10,5,2189,196,5
191,-9,5,2190,128,5
192,-7,5,2191,61,5
193,-7,5,2192,8,5
194,-7,5,2193,-28,5
195,-6,5,2194,-41,5
196,-5,5,2195,-41,5
197,-6,5,2196,-41,5
198,-7,5,2197,-41,5
199,-8,5,2198,-41,5
200,-8,5,2199,-41,5
201,-8,5,2200,-41,5
202,-7,5,2201,-39,5
203,-7,5,2202,-34,5
204,-7,5,2203,-31,5
205,-8,5,2204,-28,5
206,-8,5,2205,-27,5
207,-8,5,2206,-24,5
208,-7,5,2207,-22,5
209,-5,5,2208,-21,5
210,-4,5,2209,-20,5
211,-3,5,2210,-18,5
212,-3,5,2211,-16,5
213,-3,5,2212,-16,5
214,-3,5,2213,-17,5
215,-4,5,2214,-18,5
216,-5,5,2215,-18,5
217,-4,5,2216,-18,5
218,-4,5,2217,-17,5
219,-5,5,2218,-17,5
220,-5,5,2219,-16,5
221,-6,5,2220,-15,5
222,-7,5,2221,-15,5
223,-7,5,2222,-15,5
224,-6,5,2223,-15,5
225,-5,5,2224,-15,5
226,-5,5,2225,-15,5
227,-5,5,2226,-14,5
228,-5,5,2227,-14,5
229,-4,5,2228,-14,5
230,-4,5,2229,-13,5
231,-3,5,2230,-12,5
232,-4,5,2231,-11,5
233,-4,5,2232,-9,5
234,-3,5,2233,-9,5
235,-2,5,2234,-9,5
236,0,5,2235,-9,5
237,0,5,2236,-9,5
238,0,5,2237,-9,5
239,0,5,2238,-9,5
240,0,5,2239,-10,5
241,1,5,2240,-9,5
242,2,5,2241,-10,5
243,3,5,2242,-10,5
244,4,5,2243,-10,5
245,5,5,2244,-10,5
246,5,5,2245,-8,5
247,6,5,2246,-7,5
248,7,5,2247,-7,5
249,7,5,2248,-7,5
250,9,5,2249,-9,5
251,11,5,2250,-9,5
252,13,5,2251,-11,5
253,14,5,2252,-9,5
254,14,5,2253,-8,5
255,16,5,2254,-8,5
256,17,5,2255,-8,5
257,17,5,2256,-7,5
258,18,5,2257,-6,5
259,19,5,2258,-5,5
260,20,5,2259,-4,5
261,22,5,2260,-4,5
262,23,5,2261,-5,5
263,25,5,2262,-4,5
264,26,5,2263,-2,5
265,27,5,2264,-3,5
266,28,5,2265,-3,5
267,28,5,2266,-3,5
268,30,5,2267,-2,5
269,32,5,2268,0,5
270,35,5,2269,0,5
271,38,5,2270,0,5
272,40,5,2271,1,5
273,40,5,2272,0,5
274,42,5,2273,-1,5
275,44,5,2274,-1,5
276,47,5,2275,-1,5
277,49,5,2276,-1,5
278,51,5,2277,-3,5
279,52,5,2278,-2,5
280,54,5,2279,0,5
281,55,5,2280,1,5
282,57,5,2281,2,5
283,59,5,2282,4,5
284,60,5,2283,6,5
285,62,5,2284,7,5
286,65,5,2285,8,5
287,66,5,2286,9,5
288,67,5,2287,10,5
289,68,5,2288,11,5
290,69,5,2289,11,5
291,71,5,2290,12,5
292,72,5,2291,12,5
293,72,5,2292,14,5
294,72,5,2293,16,5
295,72,5,2294,17,5
296,71,5,2295,19,5
297,69,5,2296,20,5
