TS,Reading,Flag,TS2,Reading2,Flag2
1,-20,5,2000,-17,5
2,-20,5,2001,-18,5
3,-21,5,2002,-17,5
4,-22,5,2003,-18,5
5,-21,5,2004,-19,5
6,-21,5,2005,-18,5
7,-20,5,2006,-17,5
8,-19,5,2007,-17,5
9,-19,5,2008,-18,5
10,-20,5,2009,-18,5
11,-21,5,2010,-17,5
12,-21,5,2011,-15,5
13,-21,5,2012,-15,5
14,-22,5,2013,-15,5
15,-21,5,2014,-16,5
16,-21,5,2015,-16,5
17,-22,5,2016,-17,5
18,-23,5,2017,-17,5
19,-22,5,2018,-18,5
20,-22,5,2019,-18,5
21,-22,5,2020,-19,5
22,-22,5,2021,-17,5
23,-20,5,2022,-17,5
24,-18,5,2023,-16,5
25,-18,5,2024,-16,5
26,-19,5,2025,-17,5
27,-20,5,2026,-17,5
28,-20,5,2027,-16,5
29,-21,5,2028,-16,5
30,-21,5,2029,-16,5
31,-20,5,2030,-15,5
32,-21,5,2031,-15,5
33,-21,5,2032,-15,5
34,-22,5,2033,-16,5
35,-20,5,2034,-16,5
36,-20,5,2035,-15,5
37,-21,5,2036,-15,5
38,-20,5,2037,-16,5
39,-20,5,2038,-18,5
40,-20,5,2039,-19,5
41,-20,5,2040,-19,5
42,-19,5,2041,-20,5
43,-18,5,2042,-19,5
44,-17,5,2043,-17,5
45,-17,5,2044,-16,5
46,-18,5,2045,-15,5
47,-19,5,2046,-15,5
48,-20,5,2047,-16,5
49,-21,5,2048,-17,5
50,-21,5,2049,-18,5
51,-21,5,2050,-19,5
52,-20,5,2051,-20,5
53,-21,5,2052,-20,5
54,-20,5,2053,-19,5
55,-19,5,2054,-17,5
56,-18,5,2055,-16,5
57,-18,5,2056,-16,5
58,-19,5,2057,-15,5
59,-19,5,2058,-15,5
60,-18,5,2059,-16,5
61,-17,5,2060,-17,5
62,-16,5,2061,-18,5
63,-14,5,2062,-19,5
64,-13,5,2063,-18,5
65,-13,5,2064,-16,5
66,-13,5,2065,-16,5
67,-12,5,2066,-17,5
68,-9,5,2067,-17,5
69,-7,5,2068,-17,5
70,-7,5,2069,-17,5
71,-6,5,2070,-16,5
72,-4,5,2071,-16,5
73,-1,5,2072,-16,5
74,0,5,2073,-15,5
75,0,5,2074,-17,5
76,0,5,2075,-16,5
77,-1,5,2076,-14,5
78,-2,5,2077,-13,5
79,-5,5,2078,-13,5
80,-7,5,2079,-12,5
81,-11,5,2080,-12,5
82,-14,5,2081,-13,5
83,-16,5,2082,-14,5
84,-18,5,2083,-14,5
85,-21,5,2084,-14,5
86,-24,5,2085,-14,5
87,-27,5,2086,-14,5
88,-29,5,2087,-15,5
89,-30,5,2088,-16,5
90,-30,5,2089,-16,5
91,-30,5,2090,-15,5
92,-30,5,2091,-14,5
93,-31,5,2092,-14,5
94,-31,5,2093,-14,5
95,-31,5,2094,-12,5
96,-32,5,2095,-11,5
97,-32,5,2096,-9,5
98,-31,5,2097,-8,5
99,-30,5,2098,-7,5
100,-28,5,2099,-7,5
101,-26,5,2100,-6,5
102,-24,5,2101,-4,5
103,-22,5,2102,-3,5
104,-22,5,2103,-2,5
105,-22,5,2104,-1,5
106,-22,5,2105,0,5
107,-24,5,2106,2,5
108,-24,5,2107,3,5
109,-24,5,2108,3,5
110,-24,5,2109,1,5
111,-23,5,2110,-2,5
112,-24,5,2111,-4,5
113,-24,5,2112,-6,5
114,-25,5,2113,-8,5
115,-25,5,2114,-9,5
116,-26,5,2115,-12,5
117,-26,5,2116,-15,5
118,-25,5,2117,-17,5
