TS,I,If,II,IIf,III,IIIf,aVR,aVRf,aVL,aVLf,aVF,aVFf,V1,V1f,V2,V2f,V3,V3f,V4,V4f,V5,V5f,V6,V6f
1,-7,1,-2,1,5,1,4,1,-6,1,1,1,-6,1,-19,1,-12,1,-23,1,-17,1,-10,1
2,-7,1,-2,1,5,1,4,1,-6,1,1,1,-7,1,-19,1,-13,1,-23,1,-17,1,-10,1
3,-7,1,-2,1,5,1,4,1,-6,1,1,1,-7,1,-20,1,-13,1,-22,1,-18,1,-10,1
4,-7,1,-2,1,5,1,4,1,-6,1,1,1,-7,1,-19,1,-13,1,-21,1,-18,1,-9,1
5,-7,1,-2,1,5,1,4,1,-6,1,1,1,-7,1,-20,1,-13,1,-21,1,-18,1,-9,1
6,-7,1,-2,1,5,1,4,1,-6,1,1,1,-7,1,-21,1,-13,1,-21,1,-19,1,-10,1
7,-8,1,-2,1,6,1,5,1,-7,1,2,1,-7,1,-21,1,-13,1,-21,1,-19,1,-10,1
8,-7,1,-1,1,6,1,4,1,-7,1,2,1,-7,1,-20,1,-13,1,-20,1,-19,1,-11,1
9,-7,1,-1,1,6,1,4,1,-7,1,2,1,-7,1,-20,1,-13,1,-20,1,-19,1,-10,1
10,-7,1,0,1,7,1,3,1,-7,1,3,1,-7,1,-20,1,-13,1,-20,1,-19,1,-10,1
11,-7,1,0,1,7,1,3,1,-7,1,3,1,-7,1,-20,1,-13,1,-20,1,-19,1,-10,1
12,-7,1,1,1,8,1,3,1,-7,1,4,1,-7,1,-20,1,-13,1,-20,1,-19,1,-10,1
13,-7,1,1,1,8,1,3,1,-7,1,4,1,-7,1,-20,1,-13,1,-20,1,-18,1,-10,1
14,-6,1,0,1,6,1,3,1,-6,1,3,1,-6,1,-19,1,-13,1,-20,1,-18,1,-10,1
15,-6,1,0,1,6,1,3,1,-6,1,3,1,-6,1,-18,1,-13,1,-19,1,-18,1,-9,1
16,-5,1,0,1,5,1,2,1,-5,1,2,1,-5,1,-17,1,-12,1,-19,1,-18,1,-9,1
17,-5,1,0,1,5,1,2,1,-5,1,2,1,-4,1,-17,1,-11,1,-18,1,-17,1,-9,1
18,-4,1,0,1,4,1,2,1,-4,1,2,1,-3,1,-15,1,-10,1,-18,1,-17,1,-8,1
19,-4,1,1,1,5,1,1,1,-4,1,3,1,-3,1,-15,1,-10,1,-18,1,-17,1,-8,1
20,-4,1,2,1,6,1,1,1,-5,1,4,1,-3,1,-15,1,-10,1,-17,1,-16,1,-8,1
21,-4,1,2,1,6,1,1,1,-5,1,4,1,-3,1,-15,1,-9,1,-17,1,-16,1,-8,1
22,-4,1,3,1,7,1,0,1,-5,1,5,1,-3,1,-15,1,-9,1,-16,1,-16,1,-8,1
23,-4,1,3,1,7,1,0,1,-5,1,5,1,-3,1,-16,1,-9,1,-17,1,-16,1,-8,1
24,-3,1,3,1,6,1,0,1,-4,1,4,1,-3,1,-15,1,-8,1,-16,1,-15,1,-8,1
