TS,I,If,II,IIf,III,IIIf,aVR,aVRf,aVL,aVLf,aVF,aVFf,V1,V1f,V2,V2f,V3,V3f,V4,V4f,V5,V5f,V6,V6f
1,-7,1,-20,1,-13,1,13,1,3,1,-17,1,-20,1,-25,1,-27,1,-13,1,-21,1,-15,1
2,-9,1,-20,1,-11,1,14,1,1,1,-16,1,-20,1,-25,1,-27,1,-13,1,-21,1,-14,1
3,-9,1,-20,1,-11,1,14,1,1,1,-16,1,-21,1,-26,1,-27,1,-13,1,-21,1,-15,1
4,-10,1,-21,1,-11,1,15,1,0,1,-16,1,-22,1,-27,1,-29,1,-13,1,-22,1,-16,1
5,-10,1,-22,1,-12,1,16,1,1,1,-17,1,-21,1,-27,1,-30,1,-13,1,-22,1,-15,1
6,-10,1,-23,1,-13,1,16,1,1,1,-18,1,-21,1,-27,1,-30,1,-13,1,-22,1,-15,1
7,-8,1,-21,1,-13,1,14,1,2,1,-17,1,-20,1,-27,1,-30,1,-12,1,-22,1,-15,1
8,-5,1,-18,1,-13,1,11,1,4,1,-16,1,-19,1,-26,1,-30,1,-12,1,-21,1,-15,1
9,-6,1,-17,1,-11,1,11,1,2,1,-14,1,-19,1,-26,1,-29,1,-12,1,-20,1,-14,1
10,-8,1,-18,1,-10,1,13,1,1,1,-14,1,-20,1,-26,1,-29,1,-14,1,-21,1,-15,1
11,-7,1,-17,1,-10,1,12,1,1,1,-14,1,-21,1,-26,1,-29,1,-14,1,-21,1,-16,1
12,-7,1,-17,1,-10,1,12,1,1,1,-14,1,-21,1,-26,1,-29,1,-14,1,-22,1,-17,1
13,-8,1,-19,1,-11,1,13,1,1,1,-15,1,-21,1,-27,1,-30,1,-14,1,-22,1,-17,1
14,-7,1,-19,1,-12,1,13,1,2,1,-16,1,-22,1,-27,1,-30,1,-14,1,-22,1,-17,1
15,-6,1,-20,1,-14,1,13,1,4,1,-17,1,-21,1,-27,1,-29,1,-13,1,-22,1,-16,1
16,-6,1,-20,1,-14,1,13,1,4,1,-17,1,-21,1,-27,1,-29,1,-13,1,-22,1,-16,1
17,-7,1,-23,1,-16,1,15,1,4,1,-20,1,-22,1,-28,1,-29,1,-13,1,-22,1,-17,1
18,-10,1,-25,1,-15,1,17,1,2,1,-20,1,-23,1,-29,1,-30,1,-14,1,-23,1,-18,1
19,-10,1,-25,1,-15,1,17,1,2,1,-20,1,-22,1,-29,1,-29,1,-13,1,-22,1,-18,1
20,-9,1,-23,1,-14,1,16,1,2,1,-19,1,-22,1,-28,1,-29,1,-12,1,-22,1,-18,1
21,-8,1,-23,1,-15,1,15,1,3,1,-19,1,-22,1,-28,1,-30,1,-13,1,-22,1,-18,1
22,-8,1,-22,1,-14,1,15,1,3,1,-18,1,-22,1,-28,1,-31,1,-13,1,-22,1,-17,1
23,-7,1,-20,1,-13,1,13,1,3,1,-17,1,-20,1,-26,1,-30,1,-11,1,-21,1,-15,1
24,-2,1,-14,1,-12,1,8,1,5,1,-13,1,-18,1,-23,1,-27,1,-9,1,-19,1,-12,1
25,-3,1,-13,1,-10,1,8,1,3,1,-12,1,-18,1,-23,1,-25,1,-9,1,-18,1,-12,1
26,-7,1,-18,1,-11,1,12,1,2,1,-15,1,-19,1,-24,1,-26,1,-11,1,-19,1,-13,1
27,-6,1,-19,1,-13,1,12,1,3,1,-16,1,-20,1,-25,1,-25,1,-11,1,-19,1,-13,1
28,-4,1,-19,1,-15,1,11,1,5,1,-17,1,-20,1,-25,1,-25,1,-11,1,-19,1,-13,1
29,-5,1,-19,1,-14,1,12,1,4,1,-17,1,-21,1,-27,1,-26,1,-11,1,-19,1,-13,1
30,-5,1,-18,1,-13,1,11,1,4,1,-16,1,-21,1,-27,1,-26,1,-11,1,-19,1,-13,1
31,-6,1,-18,1,-12,1,12,1,3,1,-15,1,-20,1,-27,1,-27,1,-11,1,-19,1,-13,1
32,-7,1,-18,1,-11,1,12,1,2,1,-15,1,-21,1,-28,1,-28,1,-11,1,-20,1,-14,1
33,-11,1,-22,1,-11,1,16,1,0,1,-17,1,-21,1,-28,1,-29,1,-12,1,-21,1,-15,1
34,-12,1,-24,1,-12,1,18,1,0,1,-18,1,-22,1,-29,1,-30,1,-14,1,-22,1,-15,1
35,-9,1,-22,1,-13,1,15,1,2,1,-18,1,-20,1,-27,1,-28,1,-12,1,-20,1,-13,1
36,-9,1,-21,1,-12,1,15,1,1,1,-17,1,-20,1,-26,1,-28,1,-12,1,-20,1,-13,1
37,-7,1,-21,1,-14,1,14,1,3,1,-18,1,-21,1,-26,1,-27,1,-13,1,-21,1,-14,1
38,-2,1,-18,1,-16,1,10,1,7,1,-17,1,-20,1,-25,1,-26,1,-12,1,-20,1,-13,1
39,3,1,-15,1,-18,1,6,1,10,1,-16,1,-20,1,-25,1,-26,1,-11,1,-20,1,-14,1
40,5,1,-13,1,-18,1,4,1,11,1,-15,1,-20,1,-26,1,-26,1,-11,1,-20,1,-14,1
41,4,1,-12,1,-16,1,4,1,10,1,-14,1,-20,1,-26,1,-27,1,-11,1,-20,1,-13,1
42,-2,1,-15,1,-13,1,8,1,5,1,-14,1,-19,1,-26,1,-27,1,-11,1,-20,1,-15,1
43,-6,1,-16,1,-10,1,11,1,2,1,-13,1,-18,1,-26,1,-28,1,-11,1,-20,1,-15,1
44,-8,1,-16,1,-8,1,12,1,0,1,-12,1,-17,1,-25,1,-26,1,-9,1,-19,1,-13,1
45,-9,1,-17,1,-8,1,13,1,-1,1,-13,1,-17,1,-25,1,-27,1,-9,1,-18,1,-13,1
46,-10,1,-19,1,-9,1,14,1,-1,1,-14,1,-18,1,-25,1,-28,1,-10,1,-19,1,-14,1
47,-7,1,-21,1,-14,1,14,1,3,1,-18,1,-19,1,-26,1,-29,1,-11,1,-20,1,-15,1
48,-4,1,-21,1,-17,1,12,1,6,1,-19,1,-20,1,-26,1,-29,1,-13,1,-21,1,-15,1
49,-3,1,-20,1,-17,1,11,1,7,1,-19,1,-21,1,-26,1,-28,1,-12,1,-21,1,-15,1
50,-5,1,-21,1,-16,1,13,1,5,1,-19,1,-21,1,-25,1,-28,1,-12,1,-21,1,-14,1
51,-9,1,-21,1,-12,1,15,1,1,1,-17,1,-21,1,-25,1,-28,1,-11,1,-21,1,-14,1
52,-11,1,-19,1,-8,1,15,1,-2,1,-14,1,-20,1,-25,1,-28,1,-11,1,-21,1,-14,1
53,-9,1,-16,1,-7,1,12,1,-1,1,-12,1,-21,1,-26,1,-28,1,-11,1,-21,1,-14,1
54,-7,1,-16,1,-9,1,11,1,1,1,-13,1,-20,1,-27,1,-28,1,-11,1,-22,1,-14,1
55,-7,1,-16,1,-9,1,11,1,1,1,-13,1,-19,1,-25,1,-27,1,-10,1,-20,1,-14,1
56,-7,1,-16,1,-9,1,11,1,1,1,-13,1,-18,1,-24,1,-27,1,-9,1,-20,1,-14,1
57,-4,1,-15,1,-11,1,9,1,3,1,-13,1,-18,1,-24,1,-27,1,-10,1,-20,1,-14,1
58,-2,1,-16,1,-14,1,9,1,6,1,-15,1,-19,1,-24,1,-28,1,-10,1,-20,1,-14,1
59,-5,1,-19,1,-14,1,12,1,4,1,-17,1,-19,1,-24,1,-28,1,-10,1,-20,1,-14,1
60,-7,1,-21,1,-14,1,14,1,3,1,-18,1,-18,1,-23,1,-27,1,-9,1,-19,1,-12,1
61,-6,1,-19,1,-13,1,12,1,3,1,-16,1,-17,1,-23,1,-26,1,-9,1,-19,1,-12,1
62,-5,1,-17,1,-12,1,11,1,3,1,-15,1,-16,1,-23,1,-25,1,-8,1,-18,1,-11,1
63,-2,1,-13,1,-11,1,7,1,4,1,-12,1,-14,1,-21,1,-23,1,-7,1,-17,1,-9,1
64,-1,1,-10,1,-9,1,5,1,4,1,-10,1,-13,1,-20,1,-23,1,-7,1,-17,1,-8,1
65,-2,1,-10,1,-8,1,6,1,3,1,-9,1,-13,1,-20,1,-23,1,-7,1,-18,1,-8,1
66,-3,1,-10,1,-7,1,6,1,2,1,-9,1,-13,1,-20,1,-23,1,-7,1,-18,1,-9,1
67,-3,1,-9,1,-6,1,6,1,1,1,-8,1,-12,1,-19,1,-23,1,-5,1,-17,1,-9,1
68,0,1,-3,1,-3,1,1,1,1,1,-3,1,-9,1,-16,1,-21,1,-3,1,-14,1,-7,1
69,0,1,-1,1,-1,1,0,1,0,1,-1,1,-7,1,-14,1,-20,1,-2,1,-14,1,-6,1
70,-1,1,-2,1,-1,1,1,1,0,1,-2,1,-7,1,-15,1,-20,1,-2,1,-14,1,-6,1
71,0,1,-3,1,-3,1,1,1,1,1,-3,1,-6,1,-14,1,-21,1,-3,1,-15,1,-7,1
72,0,1,-3,1,-3,1,1,1,1,1,-3,1,-4,1,-13,1,-20,1,-3,1,-14,1,-7,1
73,2,1,0,1,-2,1,-1,1,2,1,-1,1,-1,1,-13,1,-19,1,-2,1,-14,1,-6,1
74,6,1,5,1,-1,1,-5,1,4,1,2,1,0,1,-13,1,-19,1,-2,1,-13,1,-6,1
75,6,1,6,1,0,1,-6,1,3,1,3,1,0,1,-13,1,-19,1,-2,1,-14,1,-7,1
76,3,1,5,1,2,1,-4,1,1,1,4,1,0,1,-14,1,-19,1,-3,1,-15,1,-8,1
77,2,1,5,1,3,1,-3,1,0,1,4,1,-1,1,-14,1,-18,1,-2,1,-14,1,-7,1
78,-1,1,4,1,5,1,-1,1,-3,1,4,1,-2,1,-15,1,-19,1,-3,1,-14,1,-6,1
79,-1,1,5,1,6,1,-2,1,-3,1,5,1,-5,1,-16,1,-21,1,-2,1,-14,1,-5,1
80,0,1,8,1,8,1,-4,1,-4,1,8,1,-7,1,-17,1,-22,1,-2,1,-13,1,-4,1
81,0,1,8,1,8,1,-4,1,-4,1,8,1,-11,1,-18,1,-24,1,-2,1,-13,1,-5,1
82,-2,1,5,1,7,1,-1,1,-4,1,6,1,-14,1,-21,1,-27,1,-4,1,-15,1,-7,1
83,-3,1,4,1,7,1,0,1,-5,1,5,1,-16,1,-23,1,-28,1,-5,1,-16,1,-7,1
84,-2,1,5,1,7,1,-1,1,-4,1,6,1,-18,1,-23,1,-28,1,-4,1,-15,1,-8,1
85,-4,1,3,1,7,1,0,1,-5,1,5,1,-21,1,-26,1,-29,1,-5,1,-16,1,-9,1
86,-5,1,2,1,7,1,1,1,-6,1,4,1,-24,1,-29,1,-31,1,-7,1,-18,1,-11,1
87,-5,1,3,1,8,1,1,1,-6,1,5,1,-27,1,-31,1,-31,1,-8,1,-18,1,-11,1
88,-6,1,4,1,10,1,1,1,-8,1,7,1,-29,1,-32,1,-30,1,-7,1,-17,1,-9,1
89,-6,1,7,1,13,1,0,1,-9,1,10,1,-30,1,-31,1,-29,1,-5,1,-14,1,-5,1
90,-5,1,8,1,13,1,-1,1,-9,1,10,1,-30,1,-30,1,-29,1,-3,1,-13,1,-4,1
91,-3,1,8,1,11,1,-2,1,-7,1,9,1,-30,1,-30,1,-28,1,-2,1,-12,1,-2,1
92,1,1,9,1,8,1,-5,1,-3,1,9,1,-30,1,-30,1,-28,1,-1,1,-11,1,-2,1
93,6,1,8,1,2,1,-7,1,2,1,5,1,-31,1,-29,1,-28,1,-1,1,-11,1,-2,1
94,6,1,6,1,0,1,-6,1,3,1,3,1,-31,1,-29,1,-27,1,0,1,-10,1,-1,1
95,2,1,4,1,2,1,-3,1,0,1,3,1,-31,1,-27,1,-25,1,0,1,-9,1,-1,1
96,1,1,2,1,1,1,-1,1,0,1,2,1,-32,1,-27,1,-24,1,0,1,-9,1,-1,1
97,3,1,1,1,-2,1,-2,1,3,1,0,1,-32,1,-26,1,-22,1,0,1,-9,1,-1,1
98,6,1,1,1,-5,1,-3,1,6,1,-2,1,-31,1,-24,1,-20,1,1,1,-7,1,0,1
99,7,1,1,1,-6,1,-4,1,7,1,-2,1,-30,1,-22,1,-19,1,2,1,-8,1,0,1
100,5,1,-1,1,-6,1,-2,1,5,1,-3,1,-28,1,-22,1,-19,1,2,1,-7,1,1,1
101,3,1,-4,1,-7,1,0,1,5,1,-5,1,-26,1,-21,1,-19,1,3,1,-7,1,1,1
102,3,1,-7,1,-10,1,2,1,6,1,-8,1,-24,1,-22,1,-20,1,2,1,-9,1,0,1
103,2,1,-7,1,-9,1,2,1,5,1,-8,1,-22,1,-21,1,-20,1,2,1,-9,1,0,1
104,2,1,-8,1,-10,1,3,1,6,1,-9,1,-22,1,-22,1,-20,1,0,1,-11,1,-1,1
105,1,1,-8,1,-9,1,3,1,5,1,-8,1,-22,1,-23,1,-21,1,-1,1,-13,1,-4,1
106,0,1,-10,1,-10,1,5,1,5,1,-10,1,-22,1,-23,1,-21,1,-2,1,-14,1,-6,1
107,-2,1,-13,1,-11,1,7,1,4,1,-12,1,-24,1,-25,1,-23,1,-5,1,-17,1,-8,1
108,-2,1,-14,1,-12,1,8,1,5,1,-13,1,-24,1,-26,1,-25,1,-6,1,-18,1,-10,1
109,-1,1,-15,1,-14,1,8,1,6,1,-15,1,-24,1,-27,1,-27,1,-8,1,-20,1,-12,1
110,-2,1,-16,1,-14,1,9,1,6,1,-15,1,-24,1,-28,1,-29,1,-9,1,-21,1,-14,1
111,0,1,-17,1,-17,1,8,1,8,1,-17,1,-23,1,-29,1,-30,1,-11,1,-22,1,-15,1
