I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-13,-17,-4,15,-5,-11,-18,-24,-28,-12,-17,-20
-12,-17,-5,14,-4,-11,-18,-24,-28,-12,-17,-20
-11,-16,-5,13,-3,-11,-17,-24,-28,-13,-17,-20
-9,-14,-5,11,-2,-10,-17,-24,-29,-13,-17,-19
-7,-13,-6,10,-1,-10,-16,-23,-29,-12,-16,-19
-7,-13,-6,10,-1,-10,-16,-24,-29,-12,-16,-19
-8,-14,-6,11,-1,-10,-16,-23,-28,-11,-16,-18
-6,-10,-4,8,-1,-7,-14,-22,-27,-10,-15,-17
-2,-6,-4,4,1,-5,-13,-21,-26,-9,-14,-16
-1,-5,-4,3,1,-5,-13,-21,-26,-10,-15,-16
-3,-7,-4,5,0,-6,-14,-22,-27,-11,-15,-17
-7,-11,-4,9,-2,-8,-16,-24,-28,-11,-16,-19
-8,-14,-6,11,-1,-10,-17,-24,-29,-12,-17,-19
-10,-16,-6,13,-2,-11,-17,-25,-30,-13,-18,-20
-14,-20,-6,17,-4,-13,-18,-26,-31,-15,-19,-22
-15,-22,-7,18,-4,-15,-18,-26,-31,-14,-19,-22
-17,-23,-6,20,-6,-15,-18,-26,-31,-14,-18,-21
-21,-27,-6,24,-8,-17,-20,-28,-32,-16,-21,-23
-21,-27,-6,24,-8,-17,-22,-29,-33,-17,-22,-23
-19,-24,-5,21,-7,-15,-21,-29,-32,-16,-21,-22
-18,-22,-4,20,-7,-13,-21,-30,-32,-17,-22,-23
-16,-20,-4,18,-6,-12,-21,-31,-33,-17,-22,-22
-15,-18,-3,16,-6,-11,-20,-30,-32,-16,-21,-22
-15,-18,-3,16,-6,-11,-19,-29,-32,-16,-20,-22
-14,-18,-4,16,-5,-11,-19,-28,-32,-15,-19,-22
-13,-17,-4,15,-5,-11,-17,-27,-31,-15,-18,-21
-12,-16,-4,14,-4,-10,-17,-27,-31,-15,-17,-21
-11,-16,-5,13,-3,-11,-17,-27,-31,-15,-17,-21
-10,-14,-4,12,-3,-9,-17,-27,-31,-15,-17,-21
-9,-14,-5,11,-2,-10,-18,-27,-31,-15,-18,-22
-9,-14,-5,11,-2,-10,-19,-28,-32,-17,-19,-22
-7,-13,-6,10,-1,-10,-17,-27,-32,-17,-19,-22
-8,-15,-7,11,-1,-11,-17,-26,-31,-16,-18,-21
-10,-17,-7,13,-2,-12,-17,-26,-31,-15,-18,-20
-11,-18,-7,14,-2,-13,-18,-26,-31,-15,-18,-20
-12,-20,-8,16,-2,-14,-19,-26,-31,-15,-19,-21
-12,-20,-8,16,-2,-14,-20,-27,-32,-15,-19,-21
-13,-21,-8,17,-3,-15,-20,-27,-32,-15,-20,-21
-14,-20,-6,17,-4,-13,-20,-27,-32,-15,-20,-22
-11,-17,-6,14,-3,-12,-19,-27,-31,-14,-19,-21
-8,-15,-7,11,-1,-11,-18,-27,-31,-14,-18,-21
-6,-13,-7,9,0,-10,-18,-27,-31,-14,-18,-21
-7,-14,-7,10,0,-11,-17,-27,-31,-14,-18,-21
-5,-13,-8,9,1,-11,-16,-25,-29,-13,-17,-19
-3,-8,-5,5,1,-7,-15,-24,-28,-12,-17,-18
-4,-8,-4,6,0,-6,-15,-23,-27,-12,-17,-18
-7,-11,-4,9,-2,-8,-16,-24,-28,-13,-17,-19
-11,-14,-3,12,-4,-9,-18,-24,-29,-13,-18,-21
-13,-17,-4,15,-5,-11,-19,-25,-29,-14,-18,-22
-12,-19,-7,15,-3,-13,-20,-26,-30,-14,-18,-22
-9,-17,-8,13,-1,-13,-19,-27,-29,-13,-16,-22
-5,-13,-8,9,1,-11,-18,-26,-29,-12,-15,-20
-3,-11,-8,7,2,-10,-18,-26,-29,-12,-15,-20
-6,-14,-8,10,1,-11,-19,-28,-30,-14,-16,-21
-9,-15,-6,12,-2,-11,-20,-28,-31,-16,-18,-23
-11,-15,-4,13,-4,-10,-19,-28,-31,-16,-19,-23
-13,-17,-4,15,-5,-11,-19,-27,-31,-16,-19,-23
-10,-17,-7,13,-2,-12,-19,-27,-31,-16,-19,-22
-9,-17,-8,13,-1,-13,-20,-27,-32,-16,-19,-23
-9,-18,-9,13,0,-14,-20,-27,-32,-16,-19,-23
-8,-16,-8,12,0,-12,-20,-27,-32,-15,-18,-23
-8,-16,-8,12,0,-12,-20,-27,-32,-15,-18,-23
-10,-18,-8,14,-1,-13,-21,-29,-33,-15,-18,-23
-12,-18,-6,15,-3,-12,-20,-28,-32,-15,-17,-22
-10,-16,-6,13,-2,-11,-19,-27,-31,-15,-17,-21
-7,-13,-6,10,-1,-10,-19,-26,-31,-15,-17,-21
-7,-13,-6,10,-1,-10,-19,-26,-31,-15,-17,-21
-7,-14,-7,10,0,-11,-19,-26,-31,-15,-17,-21
-8,-14,-6,11,-1,-10,-19,-25,-30,-15,-17,-21
-7,-14,-7,10,0,-11,-19,-25,-31,-15,-17,-21
-7,-13,-6,10,-1,-10,-18,-25,-30,-14,-17,-21
-9,-14,-5,11,-2,-10,-18,-25,-31,-14,-17,-22
-15,-19,-4,17,-6,-12,-19,-27,-32,-16,-18,-23
-19,-22,-3,20,-8,-13,-20,-29,-33,-18,-19,-24
-14,-17,-3,15,-6,-10,-18,-26,-31,-16,-17,-22
-9,-13,-4,11,-3,-9,-16,-25,-29,-15,-16,-20
-5,-11,-6,8,0,-9,-16,-25,-29,-15,-16,-20
-4,-10,-6,7,1,-8,-17,-25,-29,-15,-16,-21
-5,-11,-6,8,0,-9,-18,-25,-30,-15,-16,-21
-8,-13,-5,10,-2,-9,-19,-26,-31,-16,-17,-22
-8,-15,-7,11,-1,-11,-19,-25,-30,-15,-17,-21
-6,-13,-7,9,0,-10,-18,-25,-30,-15,-17,-21
-4,-11,-7,7,1,-9,-18,-24,-30,-15,-17,-20
-6,-15,-9,10,1,-12,-18,-25,-30,-15,-18,-21
-8,-17,-9,12,0,-13,-19,-26,-32,-17,-20,-23
-9,-16,-7,12,-1,-12,-18,-27,-31,-16,-20,-23
-10,-14,-4,12,-3,-9,-18,-27,-31,-15,-19,-23
-10,-14,-4,12,-3,-9,-18,-27,-30,-14,-18,-23
-9,-13,-4,11,-3,-9,-19,-27,-30,-14,-18,-23
-6,-10,-4,8,-1,-7,-18,-26,-29,-13,-17,-22
-4,-11,-7,7,1,-9,-18,-25,-29,-13,-17,-22
-2,-9,-7,5,2,-8,-17,-24,-29,-13,-16,-20
-3,-9,-6,6,1,-8,-17,-24,-29,-12,-16,-20
-6,-12,-6,9,0,-9,-17,-25,-30,-14,-17,-21
-6,-13,-7,9,0,-10,-18,-25,-31,-14,-17,-21
-10,-16,-6,13,-2,-11,-18,-26,-31,-15,-18,-22
-12,-16,-4,14,-4,-10,-18,-25,-31,-15,-18,-22
-13,-16,-3,14,-5,-10,-18,-25,-31,-14,-17,-22
-12,-17,-5,14,-4,-11,-19,-26,-31,-15,-18,-23
-10,-18,-8,14,-1,-13,-20,-27,-33,-15,-19,-25
-10,-17,-7,13,-2,-12,-20,-28,-33,-16,-19,-26
-9,-17,-8,13,-1,-13,-20,-27,-33,-16,-19,-25
-8,-16,-8,12,0,-12,-19,-27,-32,-16,-19,-24
-8,-15,-7,11,-1,-11,-19,-26,-32,-16,-18,-24
-6,-13,-7,9,0,-10,-18,-26,-31,-16,-18,-24
-6,-14,-8,10,1,-11,-18,-26,-31,-16,-18,-24
-8,-15,-7,11,-1,-11,-18,-26,-32,-16,-18,-24
-11,-17,-6,14,-3,-12,-18,-26,-32,-16,-18,-24
-9,-16,-7,12,-1,-12,-17,-25,-31,-15,-17,-23
-6,-14,-8,10,1,-11,-17,-25,-30,-14,-16,-22
-7,-14,-7,10,0,-11,-17,-25,-30,-15,-16,-22
-8,-15,-7,11,-1,-11,-18,-26,-31,-16,-17,-23
-8,-15,-7,11,-1,-11,-18,-25,-31,-16,-17,-24
-8,-15,-7,11,-1,-11,-18,-25,-32,-17,-17,-24
-8,-16,-8,12,0,-12,-18,-26,-32,-18,-17,-24
-8,-15,-7,11,-1,-11,-17,-26,-32,-18,-17,-24
-6,-12,-6,9,0,-9,-16,-24,-32,-16,-17,-24
-3,-9,-6,6,1,-8,-15,-23,-31,-16,-17,-23
-5,-11,-6,8,0,-9,-16,-23,-32,-16,-18,-24
-7,-13,-6,10,-1,-10,-18,-24,-33,-17,-18,-24
-8,-14,-6,11,-1,-10,-18,-24,-32,-16,-18,-23
-10,-16,-6,13,-2,-11,-18,-24,-32,-16,-18,-23
-13,-19,-6,16,-4,-13,-19,-25,-32,-16,-18,-24
-13,-20,-7,16,-3,-14,-19,-25,-31,-17,-17,-24
-12,-18,-6,15,-3,-12,-18,-24,-31,-17,-17,-24
-10,-15,-5,12,-3,-10,-16,-23,-30,-16,-16,-23
-7,-12,-5,9,-1,-9,-16,-23,-30,-15,-16,-22
-7,-11,-4,9,-2,-8,-15,-23,-29,-14,-16,-22
-7,-10,-3,8,-2,-7,-15,-22,-29,-14,-15,-22
-8,-9,-1,8,-4,-5,-15,-21,-28,-13,-15,-22
-5,-6,-1,5,-2,-4,-14,-20,-27,-12,-13,-21
-2,-3,-1,2,-1,-2,-13,-19,-25,-10,-12,-20
-3,-4,-1,3,-1,-3,-13,-19,-24,-9,-12,-20
-4,-4,0,4,-2,-2,-13,-19,-23,-8,-11,-19
-6,-4,2,5,-4,-1,-12,-19,-23,-9,-11,-18
-6,-3,3,4,-5,0,-10,-18,-23,-9,-11,-18
-7,-2,5,4,-6,1,-9,-17,-24,-10,-11,-17
-8,-3,5,5,-7,1,-8,-17,-24,-10,-11,-17
-8,-2,6,5,-7,2,-7,-17,-24,-11,-12,-18
-6,0,6,3,-6,3,-6,-16,-24,-11,-11,-18
-4,0,4,2,-4,2,-5,-16,-24,-10,-11,-18
-5,-2,3,3,-4,0,-5,-15,-23,-10,-11,-18
-9,-4,5,6,-7,0,-4,-15,-23,-10,-12,-19
-11,-3,8,7,-10,2,-3,-15,-23,-9,-12,-19
-8,1,9,3,-8,5,-1,-13,-22,-8,-11,-17
-6,4,10,1,-8,7,-1,-13,-22,-8,-11,-17
-7,5,12,1,-9,8,-2,-14,-23,-9,-12,-16
-5,9,14,-2,-9,11,-2,-13,-22,-8,-11,-15
-2,14,16,-6,-9,15,-2,-13,-22,-7,-10,-13
-3,15,18,-6,-10,16,-4,-15,-23,-7,-10,-14
-2,15,17,-6,-9,16,-5,-16,-23,-7,-10,-14
-1,16,17,-7,-9,16,-7,-17,-23,-6,-9,-13
2,17,15,-9,-6,16,-9,-18,-23,-6,-8,-13
1,17,16,-9,-7,17,-12,-19,-23,-5,-8,-13
0,15,15,-7,-7,15,-16,-21,-25,-6,-9,-14
-2,12,14,-5,-8,13,-21,-24,-27,-8,-10,-15
-5,10,15,-2,-10,12,-25,-26,-29,-10,-10,-16
-5,9,14,-2,-9,11,-27,-27,-30,-9,-9,-15
-2,11,13,-4,-7,12,-27,-26,-29,-8,-8,-14
-2,10,12,-4,-7,11,-27,-27,-29,-8,-8,-13
-1,7,8,-3,-4,7,-29,-28,-30,-9,-8,-14
2,5,3,-3,0,4,-30,-29,-31,-9,-9,-14
3,3,0,-3,2,2,-31,-29,-30,-8,-8,-13
2,1,-1,-1,2,0,-31,-28,-29,-7,-8,-12
0,0,0,0,0,0,-31,-28,-28,-7,-8,-11
0,0,0,0,0,0,-30,-27,-27,-5,-6,-10
4,5,1,-4,2,3,-28,-25,-24,-3,-4,-9
8,9,1,-8,4,5,-26,-22,-23,0,-1,-9
7,7,0,-7,4,4,-25,-21,-22,-1,-1,-9
5,3,-2,-4,4,1,-25,-20,-22,-2,-2,-10
2,0,-2,-1,2,-1,-23,-19,-22,-3,-4,-12
0,-3,-3,1,1,-3,-22,-19,-22,-3,-4,-12
-3,-8,-5,5,1,-7,-22,-20,-22,-5,-7,-13
-5,-10,-5,7,0,-8,-22,-22,-24,-7,-9,-15
-3,-9,-6,6,1,-8,-21,-22,-25,-8,-10,-15
-2,-9,-7,5,2,-8,-21,-24,-27,-9,-12,-17
-3,-9,-6,6,1,-8,-21,-25,-28,-11,-13,-19
-7,-14,-7,10,0,-11,-22,-26,-31,-14,-16,-22
-9,-18,-9,13,0,-14,-23,-27,-33,-17,-18,-25
-10,-20,-10,15,0,-15,-23,-28,-35,-18,-18,-25
-8,-19,-11,13,1,-15,-23,-28,-35,-18,-19,-26
-7,-20,-13,13,3,-17,-23,-29,-36,-19,-19,-25
-4,-18,-14,11,5,-16,-22,-28,-34,-17,-17,-24
-2,-16,-14,9,6,-15,-22,-28,-33,-16,-17,-23
-4,-17,-13,10,4,-15,-22,-28,-33,-16,-17,-23
-7,-19,-12,13,2,-16,-23,-30,-34,-18,-18,-25
-8,-21,-13,14,2,-17,-23,-30,-34,-19,-18,-25
-12,-24,-12,18,0,-18,-24,-31,-35,-20,-19,-26
-14,-27,-13,20,-1,-20,-26,-33,-37,-22,-21,-28
-12,-26,-14,19,1,-20,-25,-32,-37,-22,-21,-28
-10,-25,-15,17,2,-20,-25,-31,-37,-21,-21,-27
-11,-29,-18,20,3,-24,-25,-31,-38,-22,-22,-27
-13,-31,-18,22,2,-25,-25,-31,-38,-22,-22,-28
-12,-29,-17,20,2,-23,-25,-31,-37,-22,-22,-28
-11,-28,-17,19,3,-23,-25,-31,-37,-21,-22,-28
-10,-25,-15,17,2,-20,-25,-30,-36,-21,-21,-28
-9,-23,-14,16,2,-19,-25,-29,-35,-20,-20,-27
-6,-20,-14,13,4,-17,-23,-27,-34,-19,-19,-26
-5,-20,-15,12,5,-18,-23,-27,-35,-20,-19,-27
-7,-21,-14,14,3,-18,-23,-28,-36,-19,-19,-27
-6,-20,-14,13,4,-17,-22,-28,-36,-19,-19,-26
-6,-20,-14,13,4,-17,-22,-28,-35,-18,-18,-26
-8,-22,-14,15,3,-18,-22,-29,-35,-19,-19,-26
-10,-25,-15,17,2,-20,-24,-30,-35,-21,-21,-28
-11,-25,-14,18,1,-20,-24,-30,-34,-21,-21,-27
-8,-23,-15,15,3,-19,-23,-29,-32,-20,-19,-26
-10,-23,-13,16,1,-18,-24,-28,-31,-19,-18,-26
-11,-23,-12,17,0,-18,-24,-26,-29,-17,-16,-26
-10,-22,-12,16,1,-17,-23,-24,-26,-14,-14,-25
-10,-22,-12,16,1,-17,-22,-21,-23,-10,-12,-24
-13,-25,-12,19,-1,-19,-19,-16,-18,-7,-11,-23
-11,-20,-9,15,-1,-15,-7,-1,-6,1,-6,-18
-6,-8,-2,7,-2,-5,10,23,15,18,6,-6
-3,3,6,0,-4,4,24,45,40,41,23,8
0,14,14,-7,-7,14,34,59,64,67,44,26
6,31,25,-18,-9,28,43,73,93,103,73,51
11,50,39,-30,-14,45,49,88,128,146,110,81
18,73,55,-45,-18,64,49,102,166,194,150,114
26,101,75,-63,-24,88,38,110,204,244,193,152
40,129,89,-84,-24,109,18,112,239,295,238,191
51,151,100,-101,-24,126,-9,106,264,336,276,225
59,162,103,-110,-22,133,-36,94,281,364,302,251
72,170,98,-121,-13,134,-63,83,293,381,319,266
84,172,88,-128,-2,130,-94,63,287,378,321,270
90,167,77,-128,7,122,-131,28,256,349,305,259
88,157,69,-122,10,113,-168,-25,189,287,265,230
80,143,63,-111,9,103,-200,-89,96,202,206,187
66,117,51,-91,8,84,-217,-144,10,122,147,141
56,85,29,-70,14,57,-223,-182,-58,58,99,100
48,57,9,-52,20,33,-220,-203,-105,9,58,64
40,33,-7,-36,24,13,-208,-207,-133,-25,25,33
30,16,-14,-23,22,1,-189,-200,-144,-47,-2,9
21,4,-17,-12,19,-6,-167,-183,-141,-59,-20,-8
14,-4,-18,-5,16,-11,-145,-162,-130,-62,-28,-19
7,-11,-18,2,12,-14,-123,-138,-114,-59,-32,-25
4,-15,-19,5,11,-17,-102,-114,-96,-53,-31,-27
3,-17,-20,7,11,-18,-82,-93,-80,-46,-28,-28
0,-19,-19,9,9,-19,-66,-75,-67,-40,-26,-29
0,-18,-18,9,9,-18,-51,-59,-56,-34,-24,-29
-3,-19,-16,11,6,-18,-40,-47,-48,-30,-23,-29
-10,-22,-12,16,1,-17,-33,-40,-45,-29,-24,-29
-11,-21,-10,16,-1,-16,-26,-34,-41,-27,-23,-28
-12,-17,-5,14,-4,-11,-20,-29,-37,-25,-22,-26
-13,-17,-4,15,-5,-11,-16,-25,-35,-23,-21,-26
-12,-15,-3,13,-5,-9,-12,-21,-32,-22,-20,-25
-9,-13,-4,11,-3,-9,-7,-17,-29,-20,-19,-24
-10,-15,-5,12,-3,-10,-5,-14,-28,-19,-19,-24
-11,-18,-7,14,-2,-13,-4,-13,-26,-20,-21,-26
-9,-17,-8,13,-1,-13,-1,-10,-24,-18,-20,-25
-7,-14,-7,10,0,-11,2,-6,-22,-16,-20,-25
-8,-15,-7,11,-1,-11,3,-5,-21,-16,-20,-25
-8,-14,-6,11,-1,-10,3,-4,-20,-16,-19,-26
-10,-15,-5,12,-3,-10,4,-4,-20,-16,-18,-26
-13,-16,-3,14,-5,-10,4,-3,-19,-15,-17,-26
-11,-15,-4,13,-4,-10,5,-3,-18,-15,-17,-26
-10,-14,-4,12,-3,-9,5,-3,-18,-15,-18,-27
-8,-14,-6,11,-1,-10,5,-2,-18,-14,-18,-26
-8,-15,-7,11,-1,-11,4,-2,-18,-15,-19,-27
-10,-16,-6,13,-2,-11,4,-1,-18,-16,-20,-28
-11,-17,-6,14,-3,-12,6,0,-18,-16,-20,-28
-9,-16,-7,12,-1,-12,6,1,-17,-16,-20,-28
-7,-15,-8,11,0,-12,7,2,-16,-16,-20,-28
-7,-15,-8,11,0,-12,9,3,-16,-15,-19,-27
-8,-15,-7,11,-1,-11,10,4,-15,-14,-19,-26
-7,-14,-7,10,0,-11,10,4,-14,-13,-18,-25
-7,-13,-6,10,-1,-10,10,5,-14,-14,-18,-25
-7,-12,-5,9,-1,-9,10,5,-14,-14,-17,-25
-7,-12,-5,9,-1,-9,8,6,-14,-14,-18,-25
-9,-13,-4,11,-3,-9,8,6,-14,-15,-18,-26
-11,-13,-2,12,-5,-8,8,7,-13,-13,-17,-26
-10,-11,-1,10,-5,-6,9,8,-12,-12,-16,-25
-7,-10,-3,8,-2,-7,11,9,-11,-12,-15,-24
-6,-12,-6,9,0,-9,11,9,-11,-12,-15,-25
-9,-14,-5,11,-2,-10,11,9,-11,-13,-15,-25
-13,-17,-4,15,-5,-11,10,8,-12,-13,-15,-25
-15,-18,-3,16,-6,-11,10,8,-11,-14,-15,-25
-15,-18,-3,16,-6,-11,10,8,-12,-14,-16,-25
-11,-14,-3,12,-4,-9,11,9,-10,-12,-15,-25
-5,-8,-3,6,-1,-6,13,12,-8,-11,-14,-24
-5,-7,-2,6,-2,-5,14,14,-8,-11,-15,-24
-6,-9,-3,7,-2,-6,14,15,-8,-10,-15,-24
-4,-7,-3,5,-1,-5,15,16,-6,-8,-14,-23
-4,-7,-3,5,-1,-5,16,17,-3,-7,-13,-23
-7,-10,-3,8,-2,-7,15,16,-3,-7,-13,-24
-13,-15,-2,14,-6,-9,12,15,-4,-8,-14,-25
-13,-15,-2,14,-6,-9,13,16,-4,-8,-14,-24
-12,-13,-1,12,-6,-7,15,18,-4,-8,-14,-23
-15,-16,-1,15,-7,-9,14,17,-6,-10,-15,-24
-16,-17,-1,16,-8,-9,14,17,-6,-11,-17,-25
-14,-15,-1,14,-7,-8,16,19,-4,-10,-15,-24
-14,-15,-1,14,-7,-8,17,21,-3,-10,-15,-24
-16,-17,-1,16,-8,-9,16,21,-2,-8,-15,-24
-16,-15,1,15,-9,-7,16,21,-1,-7,-14,-23
-15,-13,2,14,-9,-6,17,22,0,-6,-14,-23
-12,-11,1,11,-7,-5,17,24,2,-5,-12,-22
-8,-7,1,7,-5,-3,18,26,4,-3,-10,-21
-7,-6,1,6,-4,-3,19,27,5,-2,-9,-20
-8,-8,0,8,-4,-4,18,27,5,-3,-9,-21
-9,-10,-1,9,-4,-6,19,27,5,-3,-9,-21
-11,-12,-1,11,-5,-7,19,28,4,-3,-10,-20
-11,-14,-3,12,-4,-9,19,28,3,-4,-11,-21
-11,-15,-4,13,-4,-10,20,29,3,-4,-12,-21
-12,-16,-4,14,-4,-10,20,30,3,-6,-13,-22
-14,-16,-2,15,-6,-9,21,31,3,-6,-13,-22
-16,-17,-1,16,-8,-9,20,32,3,-7,-14,-23
-19,-18,1,18,-10,-9,19,32,3,-7,-14,-24
-20,-18,2,19,-11,-8,19,32,3,-6,-14,-24
-16,-13,3,14,-10,-5,21,35,6,-3,-12,-22
-11,-8,3,9,-7,-3,23,38,9,0,-10,-20
-9,-6,3,7,-6,-2,24,40,11,1,-10,-19
-10,-8,2,9,-6,-3,24,41,12,1,-10,-19
-11,-9,2,10,-7,-4,25,42,13,1,-10,-18
-13,-11,2,12,-8,-5,25,44,14,1,-9,-18
-16,-13,3,14,-10,-5,26,45,15,0,-9,-18
-14,-12,2,13,-8,-5,27,46,16,0,-8,-17
-11,-9,2,10,-7,-4,28,48,18,1,-7,-17
-9,-6,3,7,-6,-2,29,50,19,2,-7,-16
-10,-6,4,8,-7,-1,28,51,18,2,-7,-17
-9,-6,3,7,-6,-2,28,52,18,2,-7,-18
-11,-9,2,10,-7,-4,28,53,18,1,-8,-19
-10,-9,1,9,-6,-4,29,54,20,2,-7,-18
-7,-7,0,7,-4,-4,31,58,23,4,-5,-16
-7,-5,2,6,-5,-2,33,61,26,6,-4,-15
-12,-9,3,10,-8,-3,33,62,27,6,-5,-16
-12,-8,4,10,-8,-2,33,64,28,6,-6,-16
-10,-6,4,8,-7,-1,35,67,30,7,-4,-14
-10,-4,6,7,-8,1,36,70,32,8,-3,-12
-11,-2,9,6,-10,3,36,72,34,10,-2,-11
-11,-2,9,6,-10,3,36,75,35,11,0,-11
-9,0,9,4,-9,4,37,77,38,13,0,-9
-7,0,7,3,-7,3,38,79,40,15,2,-8
-6,1,7,2,-6,4,38,81,43,17,3,-7
-7,0,7,3,-7,3,39,83,45,18,5,-7
-9,0,9,4,-9,4,40,86,47,19,6,-6
-7,2,9,2,-8,5,42,89,49,21,7,-5
-6,4,10,1,-8,7,43,92,51,22,7,-5
-6,4,10,1,-8,7,43,93,52,23,7,-5
-7,2,9,2,-8,5,43,95,53,23,7,-5
-9,2,11,3,-10,6,43,98,56,24,8,-4
-6,3,9,1,-7,6,45,101,58,25,10,-3
-6,4,10,1,-8,7,46,103,61,27,12,-2
-5,6,11,0,-8,8,48,105,63,30,13,-1
-3,7,10,-2,-6,8,49,107,65,31,14,0
-3,7,10,-2,-6,8,49,110,68,33,15,1
-2,10,12,-4,-7,11,50,113,71,35,17,3
-2,11,13,-4,-7,12,49,115,74,37,18,4
-5,10,15,-2,-10,12,49,117,76,38,19,4
-6,11,17,-2,-11,14,48,119,78,40,20,5
-6,11,17,-2,-11,14,48,120,81,42,21,6
-5,13,18,-4,-11,15,49,123,84,45,24,8
-3,17,20,-7,-11,18,51,126,88,48,27,10
2,22,20,-12,-9,21,53,129,92,50,29,13
5,25,20,-15,-7,23,53,132,95,51,30,14
7,27,20,-17,-6,24,53,134,97,54,32,16
6,28,22,-17,-8,25,52,136,99,56,33,17
7,29,22,-18,-7,26,52,137,101,58,35,17
8,30,22,-19,-7,26,52,137,103,60,36,19
5,28,23,-16,-9,26,51,137,103,61,37,20
3,26,23,-14,-10,25,51,136,103,61,37,21
3,27,24,-15,-10,26,49,136,104,62,37,22
4,27,23,-15,-9,25,48,134,104,62,38,22
5,28,23,-16,-9,26,48,133,104,62,39,23
3,29,26,-16,-11,28,47,132,105,63,40,24
3,30,27,-16,-12,29,46,130,104,62,40,24
2,30,28,-16,-13,29,45,127,103,62,40,24
4,31,27,-17,-11,29,44,125,103,63,40,24
2,30,28,-16,-13,29,41,123,101,63,39,24
2,29,27,-15,-12,28,38,119,98,63,39,24
2,31,29,-16,-13,30,36,117,97,63,40,24
4,33,29,-18,-12,31,34,114,95,63,41,26
5,34,29,-19,-12,32,32,109,93,61,40,25
6,35,29,-20,-11,32,29,104,89,60,40,24
5,35,30,-20,-12,33,27,97,85,57,38,23
6,37,31,-21,-12,34,25,92,82,56,38,23
9,39,30,-24,-10,35,24,87,79,54,38,23
9,38,29,-23,-10,34,22,81,75,53,37,22
8,37,29,-22,-10,33,19,75,70,51,35,22
5,32,27,-18,-11,30,16,69,64,48,33,20
0,26,26,-13,-13,26,12,62,58,45,30,18
-4,21,25,-8,-14,23,8,56,51,42,27,16
-7,17,24,-5,-15,20,5,50,46,38,26,15
-6,18,24,-6,-15,21,5,45,42,36,25,13
-4,19,23,-7,-13,21,3,41,37,34,23,11
-3,19,22,-8,-12,20,1,36,32,30,21,10
-5,15,20,-5,-12,17,-1,31,27,26,18,7
-7,10,17,-1,-12,13,-3,26,23,22,14,4
-6,10,16,-2,-11,13,-3,22,19,19,12,3
-4,11,15,-3,-9,13,-3,19,16,17,11,2
0,11,11,-5,-5,11,-4,16,13,15,9,1
4,12,8,-8,-2,10,-4,13,9,13,8,1
3,11,8,-7,-2,10,-5,10,6,11,7,0
1,9,8,-5,-3,9,-7,7,3,9,6,-2
-1,7,8,-3,-4,7,-7,5,1,7,4,-5
-7,-1,6,4,-7,2,-10,1,-3,3,0,-9
-9,-4,5,6,-7,0,-11,-1,-6,0,-2,-10
-7,-2,5,4,-6,1,-10,-2,-8,-1,-3,-11
-7,-2,5,4,-6,1,-9,-4,-9,-3,-4,-13
-7,-2,5,4,-6,1,-8,-5,-11,-5,-5,-13
-9,-5,4,7,-7,-1,-9,-8,-14,-7,-7,-15
-8,-8,0,8,-4,-4,-11,-10,-16,-10,-9,-17
-4,-7,-3,5,-1,-5,-11,-11,-17,-10,-9,-17
-4,-6,-2,5,-1,-4,-11,-10,-17,-10,-9,-17
-4,-7,-3,5,-1,-5,-12,-12,-19,-11,-10,-18
-5,-9,-4,7,-1,-7,-14,-13,-21,-12,-12,-19
-7,-11,-4,9,-2,-8,-14,-15,-23,-14,-13,-21
-9,-14,-5,11,-2,-10,-13,-15,-24,-15,-15,-22
-12,-16,-4,14,-4,-10,-13,-16,-25,-17,-15,-22
-16,-18,-2,17,-7,-10,-14,-18,-27,-19,-17,-23
-16,-18,-2,17,-7,-10,-14,-19,-27,-20,-18,-23
-15,-17,-2,16,-7,-10,-15,-19,-27,-21,-19,-24
-15,-18,-3,16,-6,-11,-16,-19,-27,-21,-20,-24
-14,-18,-4,16,-5,-11,-16,-19,-28,-22,-21,-25
-12,-17,-5,14,-4,-11,-16,-19,-29,-23,-21,-26
-13,-18,-5,15,-4,-12,-15,-19,-31,-23,-21,-26
-13,-18,-5,15,-4,-12,-14,-19,-31,-23,-21,-26
-13,-18,-5,15,-4,-12,-13,-19,-30,-23,-20,-26
-13,-16,-3,14,-5,-10,-12,-19,-29,-22,-20,-26
-13,-16,-3,14,-5,-10,-13,-19,-30,-22,-20,-26
-14,-17,-3,15,-6,-10,-12,-20,-30,-22,-20,-25
-11,-15,-4,13,-4,-10,-12,-19,-29,-22,-20,-25
-7,-13,-6,10,-1,-10,-12,-18,-28,-22,-20,-25
-5,-12,-7,8,1,-10,-11,-18,-28,-21,-20,-24
-10,-17,-7,13,-2,-12,-12,-18,-29,-23,-22,-26
-15,-20,-5,17,-5,-13,-12,-18,-31,-25,-23,-27
-17,-21,-4,19,-7,-13,-12,-18,-31,-25,-24,-27
-18,-23,-5,20,-7,-14,-12,-18,-33,-25,-25,-28
-18,-22,-4,20,-7,-13,-12,-18,-32,-25,-25,-28
-19,-22,-3,20,-8,-13,-12,-18,-32,-24,-25,-28
-19,-23,-4,21,-8,-14,-12,-18,-31,-24,-25,-28
-20,-24,-4,22,-8,-14,-13,-19,-31,-25,-26,-29
-19,-24,-5,21,-7,-15,-13,-19,-31,-25,-26,-30
