TS,I,If,II,IIf,III,IIIf,aVR,aVRf,aVL,aVLf,aVF,aVFf,V1,V1f,V2,V2f,V3,V3f,V4,V4f,V5,V5f,V6,V6f
1,-21,1,0,1,21,1,10,1,-21,1,10,1,1,1,-14,1,-3,1,-6,1,-11,1,-6,1
2,-21,1,1,1,22,1,10,1,-21,1,11,1,1,1,-14,1,-2,1,-6,1,-11,1,-6,1
3,-20,1,1,1,21,1,9,1,-20,1,11,1,1,1,-14,1,-2,1,-6,1,-11,1,-7,1
4,-19,1,0,1,19,1,9,1,-19,1,9,1,0,1,-15,1,-2,1,-6,1,-12,1,-8,1
5,-20,1,0,1,20,1,10,1,-20,1,10,1,0,1,-15,1,-2,1,-6,1,-12,1,-8,1
6,-20,1,-1,1,19,1,10,1,-20,1,9,1,0,1,-16,1,-2,1,-6,1,-11,1,-9,1
7,-20,1,-1,1,19,1,10,1,-20,1,9,1,0,1,-16,1,-3,1,-7,1,-11,1,-9,1
8,-19,1,-1,1,18,1,10,1,-19,1,8,1,-1,1,-17,1,-3,1,-7,1,-12,1,-10,1
9,-18,1,-1,1,17,1,9,1,-18,1,8,1,-1,1,-18,1,-3,1,-8,1,-13,1,-9,1
10,-18,1,-2,1,16,1,10,1,-17,1,7,1,-1,1,-18,1,-3,1,-8,1,-13,1,-9,1
11,-19,1,-2,1,17,1,10,1,-18,1,7,1,-2,1,-18,1,-3,1,-8,1,-14,1,-9,1
12,-18,1,-2,1,16,1,10,1,-17,1,7,1,-2,1,-19,1,-4,1,-8,1,-14,1,-8,1
13,-18,1,-2,1,16,1,10,1,-17,1,7,1,-2,1,-19,1,-4,1,-8,1,-14,1,-8,1
14,-18,1,-1,1,17,1,9,1,-18,1,8,1,-2,1,-18,1,-4,1,-8,1,-14,1,-8,1
15,-15,1,0,1,15,1,7,1,-15,1,7,1,-2,1,-18,1,-5,1,-8,1,-14,1,-9,1
16,-15,1,0,1,15,1,7,1,-15,1,7,1,-1,1,-18,1,-5,1,-8,1,-13,1,-9,1
17,-15,1,-1,1,14,1,8,1,-15,1,6,1,-1,1,-18,1,-6,1,-9,1,-13,1,-9,1
18,-15,1,-1,1,14,1,8,1,-15,1,6,1,0,1,-18,1,-5,1,-9,1,-12,1,-10,1
19,-16,1,-1,1,15,1,8,1,-16,1,7,1,1,1,-17,1,-4,1,-8,1,-12,1,-10,1
20,-15,1,1,1,16,1,7,1,-15,1,8,1,2,1,-17,1,-3,1,-7,1,-11,1,-9,1
21,-14,1,2,1,16,1,6,1,-15,1,9,1,2,1,-17,1,-2,1,-7,1,-11,1,-9,1
22,-15,1,3,1,18,1,6,1,-16,1,10,1,2,1,-16,1,-2,1,-6,1,-11,1,-9,1
23,-16,1,3,1,19,1,6,1,-17,1,11,1,2,1,-16,1,-1,1,-6,1,-11,1,-9,1
24,-15,1,3,1,18,1,6,1,-16,1,10,1,2,1,-16,1,-1,1,-5,1,-11,1,-9,1
25,-14,1,4,1,18,1,5,1,-16,1,11,1,2,1,-15,1,-1,1,-5,1,-11,1,-9,1
26,-13,1,6,1,19,1,3,1,-16,1,12,1,3,1,-14,1,-1,1,-5,1,-11,1,-9,1
27,-13,1,6,1,19,1,3,1,-16,1,12,1,4,1,-14,1,-1,1,-5,1,-11,1,-8,1
28,-12,1,8,1,20,1,2,1,-16,1,14,1,4,1,-13,1,0,1,-4,1,-10,1,-8,1
29,-12,1,9,1,21,1,1,1,-16,1,15,1,4,1,-12,1,1,1,-3,1,-10,1,-7,1
30,-14,1,10,1,24,1,2,1,-19,1,17,1,5,1,-10,1,3,1,-2,1,-9,1,-6,1
31,-16,1,10,1,26,1,3,1,-21,1,18,1,6,1,-9,1,4,1,-2,1,-8,1,-6,1
32,-15,1,10,1,25,1,2,1,-20,1,17,1,7,1,-8,1,4,1,-2,1,-8,1,-6,1
33,-13,1,12,1,25,1,0,1,-19,1,18,1,9,1,-6,1,5,1,-1,1,-7,1,-6,1
34,-11,1,14,1,25,1,-1,1,-18,1,19,1,10,1,-5,1,6,1,-1,1,-7,1,-6,1
35,-11,1,15,1,26,1,-2,1,-18,1,20,1,10,1,-4,1,6,1,0,1,-7,1,-5,1
36,-12,1,16,1,28,1,-2,1,-20,1,22,1,11,1,-4,1,6,1,1,1,-7,1,-5,1
37,-14,1,16,1,30,1,-1,1,-22,1,23,1,12,1,-3,1,7,1,2,1,-7,1,-5,1
38,-13,1,17,1,30,1,-2,1,-21,1,23,1,10,1,-3,1,8,1,2,1,-6,1,-4,1
39,-14,1,17,1,31,1,-1,1,-22,1,24,1,8,1,-5,1,7,1,2,1,-5,1,-4,1
40,-14,1,17,1,31,1,-1,1,-22,1,24,1,5,1,-8,1,6,1,1,1,-5,1,-3,1
41,-15,1,17,1,32,1,-1,1,-23,1,24,1,3,1,-11,1,5,1,1,1,-5,1,-2,1
42,-13,1,17,1,30,1,-2,1,-21,1,23,1,0,1,-14,1,4,1,0,1,-5,1,-1,1
43,-10,1,19,1,29,1,-4,1,-19,1,24,1,-2,1,-16,1,4,1,1,1,-5,1,-1,1
44,-8,1,21,1,29,1,-6,1,-18,1,25,1,-5,1,-19,1,3,1,1,1,-5,1,-1,1
45,-8,1,21,1,29,1,-6,1,-18,1,25,1,-8,1,-22,1,1,1,0,1,-5,1,-1,1
46,-8,1,20,1,28,1,-6,1,-18,1,24,1,-10,1,-25,1,0,1,0,1,-5,1,-1,1
47,-9,1,20,1,29,1,-5,1,-19,1,24,1,-11,1,-27,1,-1,1,0,1,-6,1,-1,1
48,-9,1,20,1,29,1,-5,1,-19,1,24,1,-12,1,-27,1,-3,1,-1,1,-6,1,-1,1
49,-8,1,21,1,29,1,-6,1,-18,1,25,1,-12,1,-29,1,-4,1,-2,1,-7,1,-3,1
50,-6,1,22,1,28,1,-8,1,-17,1,25,1,-12,1,-29,1,-4,1,-2,1,-7,1,-3,1
51,-6,1,21,1,27,1,-7,1,-16,1,24,1,-12,1,-30,1,-4,1,-4,1,-8,1,-3,1
52,-6,1,21,1,27,1,-7,1,-16,1,24,1,-12,1,-30,1,-4,1,-4,1,-8,1,-3,1
53,-6,1,20,1,26,1,-7,1,-16,1,23,1,-12,1,-30,1,-5,1,-3,1,-8,1,-3,1
54,-6,1,20,1,26,1,-7,1,-16,1,23,1,-13,1,-31,1,-6,1,-4,1,-8,1,-3,1
55,-6,1,20,1,26,1,-7,1,-16,1,23,1,-14,1,-32,1,-7,1,-3,1,-7,1,-3,1
56,-6,1,20,1,26,1,-7,1,-16,1,23,1,-14,1,-31,1,-7,1,-3,1,-6,1,-3,1
57,-5,1,18,1,23,1,-6,1,-14,1,20,1,-15,1,-31,1,-7,1,-3,1,-6,1,-3,1
58,-4,1,16,1,20,1,-6,1,-12,1,18,1,-15,1,-31,1,-8,1,-3,1,-6,1,-3,1
59,-3,1,15,1,18,1,-6,1,-10,1,16,1,-14,1,-30,1,-7,1,-3,1,-6,1,-3,1
60,-2,1,14,1,16,1,-6,1,-9,1,15,1,-13,1,-29,1,-5,1,-4,1,-6,1,-2,1
61,-5,1,12,1,17,1,-3,1,-11,1,14,1,-11,1,-28,1,-5,1,-4,1,-6,1,-2,1
62,-8,1,9,1,17,1,0,1,-12,1,13,1,-10,1,-27,1,-5,1,-4,1,-7,1,-2,1
63,-10,1,7,1,17,1,1,1,-13,1,12,1,-9,1,-27,1,-5,1,-5,1,-7,1,-3,1
64,-12,1,6,1,18,1,3,1,-15,1,12,1,-9,1,-26,1,-5,1,-6,1,-8,1,-4,1
65,-12,1,5,1,17,1,3,1,-14,1,11,1,-8,1,-25,1,-6,1,-6,1,-9,1,-6,1
66,-14,1,3,1,17,1,5,1,-15,1,10,1,-7,1,-25,1,-6,1,-6,1,-9,1,-6,1
67,-15,1,2,1,17,1,6,1,-16,1,9,1,-6,1,-24,1,-6,1,-7,1,-11,1,-8,1
68,-15,1,0,1,15,1,7,1,-15,1,7,1,-6,1,-25,1,-7,1,-7,1,-13,1,-11,1
69,-16,1,-2,1,14,1,9,1,-15,1,6,1,-5,1,-25,1,-8,1,-9,1,-15,1,-13,1
70,-18,1,-4,1,14,1,11,1,-16,1,5,1,-3,1,-25,1,-8,1,-10,1,-16,1,-13,1
71,-18,1,-6,1,12,1,12,1,-15,1,3,1,-2,1,-25,1,-8,1,-10,1,-17,1,-14,1
72,-18,1,-7,1,11,1,12,1,-15,1,2,1,-2,1,-24,1,-9,1,-11,1,-18,1,-15,1
73,-17,1,-8,1,9,1,12,1,-13,1,0,1,-2,1,-25,1,-10,1,-12,1,-19,1,-15,1
74,-18,1,-8,1,10,1,13,1,-14,1,1,1,-2,1,-25,1,-11,1,-13,1,-19,1,-16,1
75,-19,1,-9,1,10,1,14,1,-15,1,0,1,-3,1,-26,1,-12,1,-13,1,-20,1,-16,1
