TS,I,If,II,IIf,III,IIIf,aVR,aVRf,aVL,aVLf,aVF,aVFf,V1,V1f,V2,V2f,V3,V3f,V4,V4f,V5,V5f,V6,V6f
1,-14,1,-8,1,6,1,11,1,-10,1,-1,1,-12,1,-1,1,-5,1,-12,1,-10,1,-14,1
2,-17,1,-6,1,11,1,11,1,-14,1,2,1,-14,1,-6,1,-8,1,-15,1,-11,1,-16,1
3,-21,1,-3,1,18,1,12,1,-20,1,7,1,-16,1,-10,1,-10,1,-18,1,-13,1,-18,1
4,-17,1,-2,1,15,1,9,1,-16,1,6,1,-13,1,-8,1,-8,1,-14,1,-10,1,-16,1
5,-11,1,-6,1,5,1,8,1,-8,1,-1,1,-9,1,-3,1,-3,1,-10,1,-6,1,-12,1
6,-4,1,-9,1,-5,1,6,1,0,1,-7,1,-8,1,4,1,1,1,-6,1,-4,1,-8,1
7,0,1,-11,1,-11,1,5,1,5,1,-11,1,-5,1,9,1,4,1,-3,1,-3,1,-5,1
8,3,1,-14,1,-17,1,5,1,10,1,-15,1,-3,1,14,1,6,1,-2,1,-2,1,-4,1
9,1,1,-15,1,-16,1,7,1,8,1,-15,1,-5,1,13,1,5,1,-4,1,-4,1,-6,1
10,-4,1,-12,1,-8,1,8,1,2,1,-10,1,-8,1,8,1,0,1,-7,1,-6,1,-9,1
11,-15,1,-13,1,2,1,14,1,-9,1,-6,1,-14,1,-2,1,-6,1,-13,1,-10,1,-16,1
12,-20,1,-10,1,10,1,15,1,-15,1,0,1,-15,1,-7,1,-8,1,-15,1,-11,1,-17,1
13,-20,1,-5,1,15,1,12,1,-18,1,5,1,-15,1,-11,1,-10,1,-17,1,-12,1,-19,1
14,-16,1,-3,1,13,1,9,1,-15,1,5,1,-12,1,-8,1,-7,1,-14,1,-9,1,-15,1
15,-10,1,-6,1,4,1,8,1,-7,1,-1,1,-9,1,-3,1,-3,1,-10,1,-6,1,-12,1
16,-1,1,-7,1,-6,1,4,1,2,1,-7,1,-6,1,4,1,2,1,-5,1,-3,1,-8,1
17,4,1,-9,1,-13,1,2,1,8,1,-11,1,-3,1,9,1,5,1,-3,1,-2,1,-6,1
18,9,1,-11,1,-20,1,1,1,14,1,-15,1,-2,1,14,1,9,1,-1,1,-1,1,-3,1
19,4,1,-13,1,-17,1,4,1,10,1,-15,1,-5,1,12,1,6,1,-3,1,-3,1,-6,1
20,-5,1,-12,1,-7,1,8,1,1,1,-10,1,-8,1,6,1,1,1,-8,1,-6,1,-9,1
21,-14,1,-10,1,4,1,12,1,-9,1,-3,1,-12,1,-1,1,-5,1,-12,1,-9,1,-14,1
22,-16,1,-7,1,9,1,11,1,-13,1,1,1,-13,1,-5,1,-6,1,-13,1,-8,1,-15,1
23,-18,1,-2,1,16,1,10,1,-17,1,7,1,-13,1,-9,1,-8,1,-15,1,-9,1,-17,1
24,-11,1,2,1,13,1,4,1,-12,1,7,1,-10,1,-5,1,-4,1,-11,1,-6,1,-12,1
25,-4,1,0,1,4,1,2,1,-4,1,2,1,-5,1,2,1,2,1,-5,1,-1,1,-7,1
26,4,1,0,1,-4,1,-2,1,4,1,-2,1,-1,1,11,1,9,1,0,1,3,1,-2,1
27,9,1,-1,1,-10,1,-4,1,9,1,-5,1,1,1,16,1,12,1,2,1,5,1,0,1
28,13,1,-4,1,-17,1,-4,1,15,1,-10,1,2,1,21,1,15,1,6,1,6,1,3,1
29,10,1,-5,1,-15,1,-2,1,12,1,-10,1,0,1,21,1,14,1,4,1,4,1,0,1
30,4,1,-3,1,-7,1,0,1,5,1,-5,1,-3,1,15,1,9,1,0,1,1,1,-3,1
31,-5,1,-1,1,4,1,3,1,-5,1,1,1,-7,1,7,1,3,1,-5,1,-2,1,-8,1
32,-10,1,2,1,12,1,4,1,-11,1,7,1,-8,1,2,1,2,1,-6,1,-2,1,-10,1
33,-13,1,7,1,20,1,3,1,-16,1,13,1,-8,1,0,1,1,1,-7,1,-1,1,-11,1
34,-9,1,11,1,20,1,-1,1,-14,1,15,1,-4,1,2,1,6,1,-3,1,2,1,-7,1
35,-1,1,11,1,12,1,-5,1,-6,1,11,1,-1,1,9,1,11,1,2,1,5,1,-2,1
36,9,1,11,1,2,1,-10,1,4,1,7,1,3,1,19,1,18,1,9,1,10,1,3,1
37,14,1,9,1,-5,1,-11,1,10,1,2,1,4,1,24,1,21,1,11,1,11,1,6,1
38,16,1,4,1,-12,1,-10,1,14,1,-4,1,6,1,27,1,23,1,13,1,11,1,8,1
39,12,1,2,1,-10,1,-7,1,11,1,-4,1,2,1,24,1,19,1,9,1,9,1,5,1
40,5,1,3,1,-2,1,-4,1,4,1,1,1,-3,1,17,1,13,1,4,1,4,1,0,1
41,-4,1,3,1,7,1,0,1,-5,1,5,1,-8,1,7,1,6,1,-2,1,0,1,-6,1
42,-6,1,7,1,13,1,0,1,-9,1,10,1,-13,1,0,1,2,1,-4,1,0,1,-7,1
