LabelType,Lead,StartX,StartY,EndX,EndY,Author,CreateDate
P0,II,241,0,301,0,SYSTEM,2025-02-28 7:00:06 PM
P0,II,1577,0,1637,0,SYSTEM,2025-02-28 7:00:06 PM
P0,II,2096,0,2156,0,SYSTEM,2025-02-28 7:00:06 PM
P0,II,2532,0,2592,0,SYSTEM,2025-02-28 7:00:06 PM
P0,II,3289,0,3349,0,SYSTEM,2025-02-28 7:00:06 PM
P0,II,4292,0,4352,0,SYSTEM,2025-02-28 7:00:06 PM
P0,II,4752,0,4812,0,SYSTEM,2025-02-28 7:00:06 PM
