TS,I,If,II,IIf,III,IIIf,aVR,aVRf,aVL,aVLf,aVF,aVFf,V1,V1f,V2,V2f,V3,V3f,V4,V4f,V5,V5f,V6,V6f
1,-3,1,-4,1,-1,1,3,1,-1,1,-3,1,-7,1,3,1,-10,1,-24,1,-18,1,-19,1
2,-3,1,-4,1,-1,1,3,1,-1,1,-3,1,-7,1,2,1,-10,1,-23,1,-19,1,-19,1
3,-3,1,-4,1,-1,1,3,1,-1,1,-3,1,-7,1,2,1,-9,1,-23,1,-18,1,-18,1
4,-3,1,-4,1,-1,1,3,1,-1,1,-3,1,-7,1,3,1,-9,1,-23,1,-18,1,-18,1
5,-3,1,-4,1,-1,1,3,1,-1,1,-3,1,-8,1,3,1,-10,1,-23,1,-18,1,-19,1
6,-3,1,-4,1,-1,1,3,1,-1,1,-3,1,-8,1,3,1,-10,1,-23,1,-18,1,-19,1
7,-3,1,-4,1,-1,1,3,1,-1,1,-3,1,-9,1,4,1,-10,1,-22,1,-18,1,-19,1
8,-2,1,-3,1,-1,1,2,1,-1,1,-2,1,-9,1,4,1,-9,1,-22,1,-18,1,-19,1
9,-1,1,-3,1,-2,1,2,1,0,1,-3,1,-10,1,4,1,-8,1,-22,1,-18,1,-19,1
10,-1,1,-3,1,-2,1,2,1,0,1,-3,1,-10,1,4,1,-8,1,-22,1,-18,1,-19,1
11,-1,1,-4,1,-3,1,2,1,1,1,-4,1,-10,1,4,1,-8,1,-22,1,-19,1,-19,1
12,-2,1,-4,1,-2,1,3,1,0,1,-3,1,-10,1,3,1,-7,1,-22,1,-19,1,-19,1
13,-2,1,-4,1,-2,1,3,1,0,1,-3,1,-10,1,3,1,-7,1,-21,1,-19,1,-19,1
14,-3,1,-4,1,-1,1,3,1,-1,1,-3,1,-10,1,3,1,-7,1,-21,1,-19,1,-18,1
15,-2,1,-4,1,-2,1,3,1,0,1,-3,1,-11,1,3,1,-7,1,-21,1,-19,1,-18,1
16,-2,1,-3,1,-1,1,2,1,-1,1,-2,1,-11,1,4,1,-6,1,-21,1,-18,1,-18,1
17,-2,1,-3,1,-1,1,2,1,-1,1,-2,1,-10,1,3,1,-7,1,-21,1,-18,1,-18,1
18,-2,1,-3,1,-1,1,2,1,-1,1,-2,1,-11,1,3,1,-7,1,-22,1,-18,1,-18,1
19,-2,1,-3,1,-1,1,2,1,-1,1,-2,1,-11,1,2,1,-8,1,-22,1,-18,1,-18,1
20,-2,1,-3,1,-1,1,2,1,-1,1,-2,1,-11,1,3,1,-8,1,-22,1,-17,1,-17,1
21,-2,1,-3,1,-1,1,2,1,-1,1,-2,1,-11,1,2,1,-8,1,-22,1,-17,1,-17,1
22,-2,1,-3,1,-1,1,2,1,-1,1,-2,1,-12,1,2,1,-8,1,-23,1,-17,1,-17,1
23,-2,1,-4,1,-2,1,3,1,0,1,-3,1,-12,1,2,1,-8,1,-23,1,-17,1,-16,1
24,-2,1,-3,1,-1,1,2,1,-1,1,-2,1,-12,1,2,1,-8,1,-23,1,-17,1,-16,1
