TS,I,If,II,IIf,III,IIIf,aVR,aVRf,aVL,aVLf,aVF,aVFf,V1,V1f,V2,V2f,V3,V3f,V4,V4f,V5,V5f,V6,V6f
1,-4,1,-21,1,-17,1,12,1,6,1,-19,1,-11,1,-44,1,-43,1,-29,1,-14,1,-21,1
2,-5,1,-21,1,-16,1,13,1,5,1,-19,1,-11,1,-44,1,-43,1,-30,1,-14,1,-21,1
3,-5,1,-20,1,-15,1,12,1,5,1,-18,1,-11,1,-43,1,-42,1,-29,1,-14,1,-21,1
4,-5,1,-20,1,-15,1,12,1,5,1,-18,1,-10,1,-43,1,-41,1,-30,1,-14,1,-22,1
5,-5,1,-21,1,-16,1,13,1,5,1,-19,1,-9,1,-42,1,-41,1,-30,1,-14,1,-22,1
6,-6,1,-22,1,-16,1,14,1,5,1,-19,1,-9,1,-43,1,-41,1,-29,1,-15,1,-21,1
7,-4,1,-21,1,-17,1,12,1,6,1,-19,1,-10,1,-45,1,-42,1,-29,1,-14,1,-21,1
8,-3,1,-21,1,-18,1,12,1,7,1,-20,1,-11,1,-45,1,-40,1,-27,1,-13,1,-20,1
9,-3,1,-21,1,-18,1,12,1,7,1,-20,1,-11,1,-44,1,-40,1,-26,1,-12,1,-20,1
10,-3,1,-21,1,-18,1,12,1,7,1,-20,1,-11,1,-44,1,-40,1,-26,1,-13,1,-20,1
11,-3,1,-21,1,-18,1,12,1,7,1,-20,1,-11,1,-45,1,-41,1,-27,1,-13,1,-20,1
12,-2,1,-21,1,-19,1,11,1,8,1,-20,1,-10,1,-45,1,-41,1,-28,1,-12,1,-20,1
13,-2,1,-20,1,-18,1,11,1,8,1,-19,1,-10,1,-46,1,-41,1,-29,1,-12,1,-21,1
14,-2,1,-20,1,-18,1,11,1,8,1,-19,1,-10,1,-46,1,-41,1,-28,1,-12,1,-20,1
15,-2,1,-20,1,-18,1,11,1,8,1,-19,1,-10,1,-46,1,-41,1,-28,1,-12,1,-20,1
16,-1,1,-20,1,-19,1,10,1,9,1,-20,1,-10,1,-46,1,-41,1,-28,1,-12,1,-20,1
17,-2,1,-19,1,-17,1,10,1,7,1,-18,1,-10,1,-45,1,-42,1,-27,1,-13,1,-20,1
18,-3,1,-19,1,-16,1,11,1,6,1,-18,1,-11,1,-45,1,-43,1,-27,1,-14,1,-21,1
19,-4,1,-19,1,-15,1,11,1,5,1,-17,1,-12,1,-45,1,-44,1,-26,1,-14,1,-23,1
20,-4,1,-18,1,-14,1,11,1,5,1,-16,1,-11,1,-44,1,-44,1,-26,1,-15,1,-22,1
21,-5,1,-18,1,-13,1,11,1,4,1,-16,1,-11,1,-43,1,-44,1,-25,1,-14,1,-23,1
22,-5,1,-19,1,-14,1,12,1,4,1,-17,1,-12,1,-43,1,-44,1,-25,1,-14,1,-23,1
23,-5,1,-19,1,-14,1,12,1,4,1,-17,1,-11,1,-44,1,-45,1,-26,1,-14,1,-22,1
24,-5,1,-21,1,-16,1,13,1,5,1,-19,1,-12,1,-44,1,-46,1,-26,1,-14,1,-23,1
25,-5,1,-22,1,-17,1,13,1,6,1,-20,1,-12,1,-44,1,-46,1,-24,1,-14,1,-23,1
26,-4,1,-21,1,-17,1,12,1,6,1,-19,1,-13,1,-44,1,-47,1,-24,1,-14,1,-22,1
